시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강남구 개포동,1216-4,1216,4,(1216-4),29.97,19.23,202207,5,"55,000",3,2012,개포로26길 16,,중개거래,서울 강남구
서울특별시 강남구 개포동,1262,1262,0,(1262-0),108.28,72.93,202301,9,"132,000",3,2006,개포로31길 20,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),41.45,23.07,202206,9,"76,000",1,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),57.55,32.03,202206,9,"106,000",1,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),57.55,32.03,202206,9,"110,000",2,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),121.23,67.47,202206,9,"199,000",3,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),57.55,32.03,202206,9,"110,000",2,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),41.45,23.07,202206,9,"78,000",2,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),41.46,23.07,202206,9,"76,000",1,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),57.55,32.03,202206,9,"106,000",1,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,159-2,159,2,(159-2),41.46,23.07,202206,9,"78,000",2,1987,선릉로8길 12,,중개거래,서울 강남구
서울특별시 강남구 개포동,1218-12,1218,12,1218-12,27.15,16.38,202304,22,"46,000",3,2019,개포로24길 32,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 개포동,1245-5,1245,5,G-heim,24.82,16.15,202302,13,"34,100",6,2017,개포로17길 9-3,,중개거래,경기 성남분당구
서울특별시 강남구 개포동,1245-5,1245,5,G-heim,24.6,16,202302,14,"30,500",2,2017,개포로17길 9-3,,중개거래,서울 강남구
서울특별시 강남구 개포동,1237-8,1237,8,YH빌리지,26.38,11.1,202210,7,"36,500",4,2017,논현로20길 22,,중개거래,서울 강남구
서울특별시 강남구 개포동,1237-8,1237,8,YH빌리지,27.48,11.55,202304,1,"39,900",3,2017,논현로20길 22,,중개거래,서울 서초구
서울특별시 강남구 개포동,1166-7,1166,7,갤러리빌라,59.61,33.05,202303,14,"63,000",2,2015,논현로2길 41,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 개포동,1265-2,1265,2,골든뷰,45.77,27.11,202209,2,"39,000",4,2015,개포로31길 2-4,,직거래,-
서울특별시 강남구 개포동,1262-12,1262,12,골든빌A동,59.06,39.91,202303,9,"94,000",5,2022,개포로31길 4,,중개거래,서울 강남구
서울특별시 강남구 개포동,1262-13,1262,13,골든빌B동,49.6,34.11,202207,22,"95,000",3,2022,개포로31길 6,20230228,중개거래,서울 강남구
서울특별시 강남구 개포동,1262-13,1262,13,골든빌B동,29.75,19.83,202304,11,"39,500",5,2022,개포로31길 6,,중개거래,서울 강남구
서울특별시 강남구 개포동,1171-4,1171,4,금성빌라,39.91,18.11,202301,19,"34,000",3,1993,논현로6길 18-10,,중개거래,서울 강남구
서울특별시 강남구 개포동,1219-8,1219,8,금호빌,51.49,27.99,202301,31,"50,000",1,1997,개포로20길 43,,중개거래,서울 강남구
서울특별시 강남구 개포동,1236-1,1236,1,노블하임,29.79,16.04,202208,19,"43,000",2,2018,논현로18길 10-4,,중개거래,서울 서초구
서울특별시 강남구 개포동,1236-1,1236,1,노블하임,29.79,16.04,202208,19,"43,000",2,2018,논현로18길 10-4,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 개포동,169-8,169,8,누리찬빌라,27.72,21.49,202302,8,"69,000",3,2023,선릉로10길 23,,직거래,-
서울특별시 강남구 개포동,1184-17,1184,17,뉴아트빌,46.41,24.41,202210,26,"39,000",3,1995,논현로8길 39,,직거래,-
서울특별시 강남구 개포동,1182-4,1182,4,뉴아트빌라(1182-4),40.71,21.13,202210,6,"35,500",-1,1994,논현로8길 66-9,,중개거래,서울 강남구
서울특별시 강남구 개포동,1242-6,1242,6,다세대주택(16세대),40.12,20.78,202212,2,"43,000",1,1997,개포로15길 30,,중개거래,서울 강남구
서울특별시 강남구 개포동,1173-7,1173,7,다인힐,39.17,24.55,202302,16,"33,000",3,2016,논현로4길 25,,직거래,-
서울특별시 강남구 개포동,1206-2,1206,2,더라움,55.92,33.47,202205,19,"75,000",3,2016,개포로28길 18,20220729,중개거래,서울 강남구
서울특별시 강남구 개포동,1206-2,1206,2,더라움,55.92,33.47,202206,30,"75,000",3,2016,개포로28길 18,,중개거래,서울 강남구
서울특별시 강남구 개포동,1265-6,1265,6,동산빌,48.32,23.58,202304,8,"52,000",5,2004,개포로31길 29-3,,중개거래,서울 강남구
서울특별시 강남구 개포동,1164-29,1164,29,동산빌라,42.84,19.1,202205,2,"50,500",1,1996,논현로2길 63,,중개거래,서울 강남구
서울특별시 강남구 개포동,1164-29,1164,29,동산빌라,44.93,19.86,202205,13,"50,500",1,1996,논현로2길 63,,중개거래,서울 서초구
서울특별시 강남구 개포동,1164-29,1164,29,동산빌라,42.6,18.99,202303,20,"39,000",4,1996,논현로2길 63,,중개거래,서울 강남구
서울특별시 강남구 개포동,1167-6,1167,6,동서울주택,62.32,29.35,202303,30,"34,000",-1,1995,논현로2길 35,,중개거래,서울 강남구
서울특별시 강남구 개포동,1231-21,1231,21,드림하우스,17.335,11.9,202209,1,"24,500",2,2014,개포로20길 9,,중개거래,서울 서초구
서울특별시 강남구 개포동,1201-5,1201,5,래디안빌,60.18,32.64,202206,1,"64,700",2,2003,개포로22길 49-11,,중개거래,서울 강남구
서울특별시 강남구 개포동,1194-1,1194,1,런던빌개포,23.44,13.29,202205,26,"47,000",6,2021,논현로 48,,직거래,-
서울특별시 강남구 개포동,1221-12,1221,12,롯데빌라B동,84.53,49.31,202205,6,"101,000",1,1991,논현로16길 20-9,,중개거래,서울 강남구
서울특별시 강남구 개포동,170-8,170,8,명성빌라(170-8),27.45,23,202205,18,"55,000",2,1988,선릉로14길 20,20220617,중개거래,서울 강남구
서울특별시 강남구 개포동,170-8,170,8,명성빌라(170-8),27.45,23,202205,18,"55,000",2,1988,선릉로14길 20,,중개거래,"서울 강남구, 서울 송파구"
서울특별시 강남구 개포동,1178-2,1178,2,명진빌라,38.76,26.4,202206,29,"55,300",1,1990,논현로8길 54-6,,중개거래,서울 강남구
서울특별시 강남구 개포동,1178-2,1178,2,명진빌라,39.24,26.69,202212,15,"40,000",2,1990,논현로8길 54-6,,직거래,-
서울특별시 강남구 개포동,1179-2,1179,2,명진빌라나동,37.09,24.23,202205,5,"55,000",2,1990,논현로8길 58-6,,중개거래,서울 강남구
서울특별시 강남구 개포동,1215-6,1215,6,미주타운,56.43,51.7,202302,15,"75,000",2,1988,개포로26길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,1215-6,1215,6,미주타운,56.43,51.7,202302,15,"75,000",2,1988,개포로26길 9,20230316,중개거래,서울 강남구
서울특별시 강남구 개포동,1236-16,1236,16,비손빌,66.2,22.39,202304,14,"68,000",4,2001,논현로20길 4-19,,중개거래,서울 서초구
서울특별시 강남구 개포동,1202-6,1202,6,비스타그린빌,119.41,59.2,202207,15,"125,000",5,2002,개포로28길 36,,중개거래,서울 강남구
서울특별시 강남구 개포동,1168-6,1168,6,삼성,40.8,19.7,202205,28,"32,000",-1,1996,논현로2길 21,,중개거래,서울 강남구
서울특별시 강남구 개포동,1235-8,1235,8,삼성베스트빌2차,51.7,28.1,202206,27,"85,000",4,2018,논현로18길 14-18,,중개거래,서울 강남구
서울특별시 강남구 개포동,1235-8,1235,8,삼성베스트빌2차,33.83,28.1,202206,29,"62,500",6,2018,논현로18길 14-18,,중개거래,서울 강남구
서울특별시 강남구 개포동,1176-1,1176,1,삼우파크,20.68,9.5,202205,12,"22,000",-1,1993,논현로8길 46-8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1176-1,1176,1,삼우파크,20.68,9.5,202205,18,"24,000",1,1993,논현로8길 46-8,,직거래,-
서울특별시 강남구 개포동,1176-1,1176,1,삼우파크,27.84,12.79,202205,24,"30,000",3,1993,논현로8길 46-8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1176-1,1176,1,삼우파크,20.68,9.5,202210,17,"24,000",1,1993,논현로8길 46-8,,직거래,-
서울특별시 강남구 개포동,1176-1,1176,1,삼우파크,20.68,9.5,202211,4,"28,500",1,1993,논현로8길 46-8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1171-7,1171,7,수창스마트빌,29.98,21.2,202206,11,"49,000",3,2015,논현로6길 14-9,20221230,중개거래,서울 강남구
서울특별시 강남구 개포동,1171-7,1171,7,수창스마트빌,29.98,21.2,202206,11,"49,000",3,2015,논현로6길 14-9,,중개거래,서울 강남구
서울특별시 강남구 개포동,1168-10,1168,10,신안아트빌,38.38,24.27,202207,19,"55,500",4,2013,논현로2길 13,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 개포동,1210-2,1210,2,아트빌라,43.92,32.5,202205,11,"65,000",2,1990,개포로36길 10,,중개거래,서울 강남구
서울특별시 강남구 개포동,1210-2,1210,2,아트빌라,43.92,32.5,202205,11,"65,000",2,1990,개포로36길 10,20220809,중개거래,서울 강남구
서울특별시 강남구 개포동,166-7,166,7,아트빌라A동(166-7),60.68,26.6,202205,27,"114,000",5,2001,선릉로10길 4-5,,중개거래,서울 강남구
서울특별시 강남구 개포동,166-8,166,8,아트빌라B동(166-8),50.6,22.18,202206,1,"95,000",6,2001,선릉로10길 4-3,,중개거래,서울 강남구
서울특별시 강남구 개포동,1182-3,1182,3,연합파크빌라(1182-3),56.43,25.53,202302,18,"50,000",3,1992,논현로8길 66-7,,중개거래,서울 강남구
서울특별시 강남구 개포동,1213-7,1213,7,영신아트빌,37.71,23.12,202205,13,"34,700",-1,1991,개포로30길 7,,중개거래,서울 강남구
서울특별시 강남구 개포동,1218-14,1218,14,운영빌라,59.76,26.65,202205,7,"69,500",3,1996,개포로24길 36,,중개거래,서울 강남구
서울특별시 강남구 개포동,1180-9,1180,9,운영빌라,36.24,17.34,202211,8,"25,000",3,1995,논현로8길 60,,직거래,-
서울특별시 강남구 개포동,1201-2,1201,2,원아트빌라,35.1,15.08,202212,22,"26,000",1,1995,개포로22길 45-8,,중개거래,서울 강남구
서울특별시 강남구 개포동,1221-6,1221,6,이레빌라,70.88,32.2,202205,13,"75,000",2,1999,논현로16길 20-11,,중개거래,서울 강남구
서울특별시 강남구 개포동,1199,1199,0,조양빌라,84.81,79.59,202206,7,"125,000",3,1990,개포로20길 56,20220722,중개거래,서울 강남구
서울특별시 강남구 개포동,1204-2,1204,2,지음헤리티지,41.945,23.34,202206,15,"76,000",4,2019,개포로28길 24-5,,중개거래,서울 강남구
서울특별시 강남구 개포동,1204-2,1204,2,지음헤리티지,41.945,23.34,202206,15,"76,000",4,2019,개포로28길 24-5,20221109,중개거래,서울 강남구
서울특별시 강남구 개포동,1182-2,1182,2,청광아트빌라,37.75,17.34,202208,27,"25,400",3,1996,논현로8길 66-5,,중개거래,서울 서초구
서울특별시 강남구 개포동,1213-6,1213,6,청솔아트빌B동,40.52,24.98,202205,4,"52,000",2,1995,개포로30길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,1213-6,1213,6,청솔아트빌B동,43.98,27.11,202209,29,"54,500",1,1995,개포로30길 9,,중개거래,서울 강남구
서울특별시 강남구 개포동,1211-1,1211,1,청아람,40.28,26.52,202205,12,"67,000",4,2014,개포로36길 3,,중개거래,서울 강남구
서울특별시 강남구 개포동,1262-4,1262,4,초원빌리지,50.59,29.76,202205,2,"61,800",3,2022,개포로35길 13,,직거래,-
서울특별시 강남구 개포동,1262-4,1262,4,초원빌리지,46.54,28.82,202205,2,"58,600",3,2022,개포로35길 13,,직거래,-
서울특별시 강남구 개포동,1262-4,1262,4,초원빌리지,43.07,26.52,202205,2,"55,300",4,2022,개포로35길 13,,직거래,-
서울특별시 강남구 개포동,1262-4,1262,4,초원빌리지,47.8,28.82,202205,2,"57,800",2,2022,개포로35길 13,,직거래,-
서울특별시 강남구 개포동,1262-4,1262,4,초원빌리지,24.38,26.52,202205,2,"48,000",5,2022,개포로35길 13,,직거래,-
서울특별시 강남구 개포동,1262-4,1262,4,초원빌리지,43.07,26.52,202205,2,"56,400",5,2022,개포로35길 13,,직거래,-
서울특별시 강남구 개포동,1262-4,1262,4,초원빌리지,37.24,23.14,202301,10,"45,000",4,2022,개포로35길 13,,직거래,-
서울특별시 강남구 개포동,1222-1,1222,1,초원하이츠빌라,54.72,25.1,202209,23,"30,000",-1,1993,논현로16길 20-4,,중개거래,서울 강남구
서울특별시 강남구 개포동,1165-16,1165,16,칠성빌라나동,50.28,41.77,202301,9,"69,000",1,1989,논현로4길 58,,중개거래,서울 강남구
서울특별시 강남구 개포동,1244-8,1244,8,티드빌라,64.82,36.54,202301,16,"55,500",2,2002,개포로17길 11,,중개거래,서울 강남구
서울특별시 강남구 개포동,1196-13,1196,13,프라임그린빌,69.06,34.66,202301,5,"58,000",2,2002,논현로12길 9-14,,중개거래,서울 강남구
서울특별시 강남구 개포동,1195-14,1195,14,하우징허브A동,29.76,19.4,202304,19,"32,000",4,2016,논현로12길 3-4,,직거래,-
서울특별시 강남구 개포동,1173-15,1173,15,헤이븐빌,51.83,30.25,202209,6,"63,000",4,2015,논현로6길 22-3,,중개거래,서울 강남구
서울특별시 강남구 개포동,172-6,172,6,현대빌라(172-6),68.37,30.06,202205,3,"85,000",2,1993,선릉로18길 20,,중개거래,서울 강남구
서울특별시 강남구 개포동,1236-14,1236,14,효창빌라,59.69,32.67,202205,25,"56,000",2,1993,논현로20길 4-23,,중개거래,서울 서초구
서울특별시 강남구 논현동,167-22,167,22,(167-22),15.21,10,202302,14,"18,300",2,2015,강남대로120길 21,,직거래,-
서울특별시 강남구 논현동,179-17,179,17,(179-17),40.92,31.12,202303,16,"34,000",4,2002,강남대로120길 69-1,,중개거래,서울 강남구
서울특별시 강남구 논현동,188-6,188,6,(188-6),16.92,9.54,202206,4,"19,000",5,2013,강남대로120길 74,,중개거래,서울 서초구
서울특별시 강남구 논현동,188-6,188,6,(188-6),21.09,9.52,202206,13,"18,000",5,2013,강남대로120길 74,,중개거래,"경기 성남분당구, 서울 강남구"
서울특별시 강남구 논현동,188-6,188,6,(188-6),14.78,9.52,202206,22,"20,000",4,2013,강남대로120길 74,,중개거래,"경기 성남분당구, 서울 강남구"
서울특별시 강남구 논현동,188-6,188,6,(188-6),14.78,9.52,202207,5,"20,000",2,2013,강남대로120길 74,,중개거래,"경기 성남분당구, 서울 강남구"
서울특별시 강남구 논현동,244-15,244,15,(244-15),16.96,13.84,202205,26,"26,200",4,2017,선릉로125길 26,,직거래,-
서울특별시 강남구 논현동,246-27,246,27,(246-27),70.86,67.03,202206,30,"280,000",2,1986,학동로44길 18,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,246-27,246,27,(246-27),70.86,67.04,202206,30,"280,000",1,1986,학동로44길 18,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,246-27,246,27,(246-27),70.86,67.03,202206,30,"280,000",-1,1986,학동로44길 18,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),26.1,15.4,202205,23,"58,082",4,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),15.52,9.16,202205,23,"34,547",5,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),25.29,14.93,202205,23,"56,309",5,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),37.04,21.86,202205,23,"82,446",4,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),29.96,17.68,202205,23,"66,681",3,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),29.96,17.68,202205,23,"66,681",2,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),38.99,23.01,202205,23,"86,784",3,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,05월 12일,5,12,(5-12),38.99,23.01,202205,23,"86,784",2,2011,도산대로16길 6-10,,직거래,-
서울특별시 강남구 논현동,73-18,73,18,(73-18),29.05,17.58,202205,17,"40,000",5,2015,도산대로30길 29-6,,직거래,-
서울특별시 강남구 논현동,174-4,174,4,174-4,23.1775,19.22,202206,7,"37,000",2,2016,논현로117길 16,,중개거래,서울 마포구
서울특별시 강남구 논현동,174-4,174,4,174-4,15.4212,13.3,202206,9,"21,400",4,2016,논현로117길 16,,중개거래,서울 서초구
서울특별시 강남구 논현동,174-4,174,4,174-4,23.1775,19.15,202209,20,"34,000",3,2016,논현로117길 16,,중개거래,서울 강남구
서울특별시 강남구 논현동,272-17,272,17,ASTRO,29.65,19.58,202206,14,"67,700",5,2022,언주로114길 29-9,,직거래,-
서울특별시 강남구 논현동,272-17,272,17,ASTRO,29.65,19.58,202209,21,"67,000",6,2022,언주로114길 29-9,,직거래,-
서울특별시 강남구 논현동,167-14,167,14,GEOville,16.72,11.2,202206,9,"16,900",2,2013,봉은사로1길 42-28,,중개거래,서울 강남구
서울특별시 강남구 논현동,167-14,167,14,GEOville,15.44,10.4,202212,23,"13,500",5,2013,봉은사로1길 42-28,,중개거래,서울 강남구
서울특별시 강남구 논현동,263-15,263,15,HiVill,61.23,30.88,202206,28,"62,500",2,2004,학동로42길 67-7,,중개거래,서울 강남구
서울특별시 강남구 논현동,38-13,38,13,SpringHill,29.83,18.68,202210,27,"35,700",4,2018,학동로25길 17,,중개거래,서울 강남구
서울특별시 강남구 논현동,264-4,264,4,그린빌비동,14.59,10.08,202206,28,"21,000",3,2016,선릉로119길 33,,중개거래,서울 서초구
서울특별시 강남구 논현동,269-1,269,1,꿈꾸지오(269-1),28.83,13.8,202205,3,"44,000",3,2019,봉은사로49길 26,,중개거래,서울 강남구
서울특별시 강남구 논현동,187-7,187,7,"논현동187-7,8",25.61,16.31,202301,19,"42,000",3,2019,강남대로118길 66,,중개거래,서울 강남구
서울특별시 강남구 논현동,171-16,171,16,논현밸류,15.12,12.56,202207,8,"17,000",2,2015,논현로121길 58,,중개거래,서울 서초구
서울특별시 강남구 논현동,171-16,171,16,논현밸류,15.12,12.56,202304,10,"21,000",3,2015,논현로121길 58,,중개거래,서울 서초구
서울특별시 강남구 논현동,113-4,113,4,논현밸류II,29.84,18.91,202206,24,"39,500",3,2015,언주로136길 32,,중개거래,서울 서초구
서울특별시 강남구 논현동,137-1,137,1,논현빌(137-1),13.29,9.3,202205,10,"16,500",4,2013,강남대로126길 68,,중개거래,서울 강남구
서울특별시 강남구 논현동,137-1,137,1,논현빌(137-1),14.37,9.9,202205,25,"17,000",3,2013,강남대로126길 68,,중개거래,서울 강남구
서울특별시 강남구 논현동,185-10,185,10,논현빌2차,17.62,10.58,202206,21,"19,500",3,2013,강남대로116길 35,,중개거래,서울 서초구
서울특별시 강남구 논현동,185-10,185,10,논현빌2차,17.67,16.5,202212,22,"20,500",4,2013,강남대로116길 35,,중개거래,서울 서초구
서울특별시 강남구 논현동,185-10,185,10,논현빌2차,20.16,11.81,202302,23,"20,500",3,2013,강남대로116길 35,,중개거래,서울 양천구
서울특별시 강남구 논현동,260-13,260,13,논현아펠바움2차(5단지),243.28,185.19,202205,12,"495,000",2,2011,학동로42길 45,,중개거래,서울 강남구
서울특별시 강남구 논현동,260-13,260,13,논현아펠바움2차(5단지),244.53,173.73,202206,3,"445,000",3,2011,학동로42길 45,,중개거래,서울 강남구
서울특별시 강남구 논현동,162-5,162,5,논현알베로,19.35,12.18,202205,3,"20,000",3,2011,학동로4길 43-8,,중개거래,서울 강남구
서울특별시 강남구 논현동,122-17,122,17,논현파크빌(133-72),17.99,11.9,202204,30,"18,300",4,2013,학동로6길 6-13,,중개거래,경기 성남분당구
서울특별시 강남구 논현동,136-2,136,2,논현펠리시움,76.12,43.56,202205,24,"89,000",3,2006,학동로12길 17,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,Jul-39,39,7,다남빌라,141.28,84.7,202206,24,"150,000",1,1992,학동로21길 17,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-30,30,2,대우멤버스카운티101,134.64,100.75,202303,20,"195,000",1,2004,도산대로26길 34-11,,중개거래,서울 강남구
서울특별시 강남구 논현동,244-17,244,17,더하우스(244-17),14.04,11.11,202210,7,"17,100",1,2013,선릉로125길 22,,중개거래,서울 강남구
서울특별시 강남구 논현동,244-17,244,17,더하우스(244-17),14.04,11.11,202302,3,"17,500",1,2013,선릉로125길 22,,중개거래,서울 송파구
서울특별시 강남구 논현동,173-2,173,2,독일집,34.9,17.36,202303,10,"14,500",1,2002,논현로121길 41,,직거래,-
서울특별시 강남구 논현동,173-2,173,2,독일집,21.38,10.63,202303,17,"9,500",3,2002,논현로121길 41,,직거래,-
서울특별시 강남구 논현동,104-5,104,5,동광팰리스,24.99,17.05,202207,30,"46,000",2,2016,도산대로54길 48-11,,중개거래,서울 강남구
서울특별시 강남구 논현동,230-21,230,21,동광팰리스A동,27.4,18.02,202206,28,"38,300",5,2016,봉은사로37길 21,,직거래,-
서울특별시 강남구 논현동,230-11,230,11,동광팰리스B동,26.85,18.02,202207,3,"38,000",4,2016,봉은사로37길 23,,직거래,-
서울특별시 강남구 논현동,08월 21일,21,8,동방그린빌,26.48,14.54,202206,30,"19,000",-1,1995,강남대로146길 8-7,,중개거래,서울 강남구
서울특별시 강남구 논현동,08월 21일,21,8,동방그린빌,26.48,14.54,202210,1,"26,000",2,1995,강남대로146길 8-7,,중개거래,서울 강남구
서울특별시 강남구 논현동,Oct-47,47,10,라디안,113.04,56.89,202211,10,"89,500",2,2004,학동로5길 21,,직거래,-
서울특별시 강남구 논현동,170-4,170,4,로얄캐슬,24.39,16.3,202206,7,"35,000",4,2016,논현로115길 67,,중개거래,서울 강남구
서울특별시 강남구 논현동,190-21,190,21,모노플랜,29.44,21.35,202209,28,"56,700",2,2022,논현로113길 28,,직거래,-
서울특별시 강남구 논현동,229-17,229,17,모던클래식하우스,29.84,18.95,202210,7,"53,000",3,2019,봉은사로29길 24-8,,직거래,-
서울특별시 강남구 논현동,222-30,222,30,모던팰리스,28.76,23.43,202209,14,"54,000",3,2021,논현로118길 11,,직거래,-
서울특별시 강남구 논현동,149-11,149,11,모두가S,22.62,17.75,202303,30,"38,500",4,2019,학동로18길 32-8,,중개거래,서울 강남구
서울특별시 강남구 논현동,153-6,153,6,모젠빌,28.08,16.14,202205,27,"20,600",3,2002,논현로119길 20-5,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,153-6,153,6,모젠빌,28.08,16.14,202206,4,"23,000",3,2002,논현로119길 20-5,,중개거래,서울 강남구
서울특별시 강남구 논현동,214-4,214,4,미주그린빌라,33.63,15.97,202205,13,"35,000",3,1995,논현로124길 19-5,20220616,중개거래,서울 강남구
서울특별시 강남구 논현동,172-11,172,11,베스트빌,32.55,24.79,202209,7,"38,500",5,2009,봉은사로11길 43,,중개거래,서울 강남구
서울특별시 강남구 논현동,158-15,158,15,벨라움,19.28,12.55,202207,8,"44,500",4,2020,강남대로122길 61-1,,직거래,-
서울특별시 강남구 논현동,158-15,158,15,벨라움,19.55,12.69,202207,11,"43,900",2,2020,강남대로122길 61-1,,직거래,-
서울특별시 강남구 논현동,194-3,194,3,보경빌딩,75.38,29.65,202302,22,"49,500",3,2004,논현로111길 46,,중개거래,서울 서초구
서울특별시 강남구 논현동,259-7,259,7,비스하우스,27.48,15.16,202208,2,"26,000",1,2012,학동로44길 43-4,,중개거래,서울 강남구
서울특별시 강남구 논현동,259-7,259,7,비스하우스,26.24,14.47,202303,15,"29,000",1,2012,학동로44길 43-4,,중개거래,서울 강남구
서울특별시 강남구 논현동,270-12,270,12,삼익빌라,215.4,143.47,202210,5,"180,000",2,1992,봉은사로47길 24,,중개거래,서울 중구
서울특별시 강남구 논현동,244-9,244,9,상지리츠빌,164.62,94,202207,6,"280,000",1,2001,학동로50길 24,,중개거래,서울 강남구
서울특별시 강남구 논현동,154-1,154,1,서진플로렌스154,12.37,11.35,202206,10,"18,500",1,2013,학동로26길 41,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,154-1,154,1,서진플로렌스154,12.48,11.46,202206,25,"18,500",1,2013,학동로26길 41,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,154-1,154,1,서진플로렌스154,12.48,11.46,202209,23,"19,000",1,2013,학동로26길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,154-1,154,1,서진플로렌스154,12.48,11.46,202302,16,"17,500",3,2013,학동로26길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,154-1,154,1,서진플로렌스154,12.14,11.15,202304,12,"18,800",2,2013,학동로26길 41,,중개거래,서울 강남구
서울특별시 강남구 논현동,190-1,190,1,서진플로렌스190,27.67,16.82,202207,15,"39,000",6,2018,논현로115길 23,,중개거래,서울 강남구
서울특별시 강남구 논현동,Feb-44,44,2,성화빌라,132.69,111.83,202302,17,"230,000",4,1992,학동로7길 20,20230406,직거래,-
서울특별시 강남구 논현동,161-9,161,9,승립하이츠,59.93,29.4,202205,21,"53,000",4,1994,강남대로122길 29-9,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,35.78,36.2,202207,20,"111,500",1,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,34.49,35,202207,20,"106,870",-1,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,33.86,34.3,202207,20,"105,750",-1,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,33.86,34.3,202207,20,"105,750",-1,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,35.78,36.2,202207,20,"111,500",2,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,42.05,42.6,202207,20,"130,860",1,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,42.05,42.6,202207,20,"130,860",2,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,35.78,36.2,202207,20,"112,500",1,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,249-7,249,7,신현대빌라,35.78,36.2,202207,20,"112,500",2,1986,학동로42길 48,,중개거래,서울 강남구
서울특별시 강남구 논현동,103-1,103,1,신현빌라,230.9,120.63,202205,4,"123,000",3,1997,선릉로141길 17,,직거래,-
서울특별시 강남구 논현동,270-35,270,35,아이리스논현,29.06,18.3,202302,9,"39,400",2,2017,봉은사로47길 16,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 논현동,188-3,188,3,아이파크,14.18,9.3,202205,20,"18,000",4,2013,강남대로120길 70,,직거래,-
서울특별시 강남구 논현동,188-3,188,3,아이파크,14.18,9.3,202207,14,"20,000",3,2013,강남대로120길 70,,중개거래,서울 서초구
