시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강남구 역삼동,834-38,834,38,까사디오,16.34,11.84,202205,12,"29,260",4,2013,역삼로10길 9,,중개거래,서울 강남구
서울특별시 강남구 역삼동,834-38,834,38,까사디오,16.77,12.17,202205,12,"30,100",3,2013,역삼로10길 9,,중개거래,서울 강남구
서울특별시 강남구 역삼동,834-38,834,38,까사디오,23.25,16.87,202205,12,"40,870",3,2013,역삼로10길 9,,중개거래,서울 강남구
서울특별시 강남구 역삼동,834-38,834,38,까사디오,15.48,11.23,202205,12,"27,780",3,2013,역삼로10길 9,,중개거래,서울 강남구
서울특별시 강남구 역삼동,691-5,691,5,꿈꾸지오(691-5),23.92,16.17,202205,12,"29,000",1,2018,봉은사로48길 44-13,,중개거래,서울 서초구
서울특별시 강남구 역삼동,794-21,794,21,꿈꾸지오(794-21),24.95,16.17,202303,6,"37,500",2,2019,논현로65길 37,,중개거래,서울 강남구
서울특별시 강남구 역삼동,774-42,774,42,다솜,27.79,17.05,202204,30,"57,800",3,2021,언주로69길 12,,직거래,-
서울특별시 강남구 역삼동,774-42,774,42,다솜,29.98,18.4,202204,30,"55,300",3,2021,언주로69길 12,,직거래,-
서울특별시 강남구 역삼동,774-42,774,42,다솜,27.79,17.05,202205,7,"57,300",2,2021,언주로69길 12,,직거래,-
서울특별시 강남구 역삼동,774-42,774,42,다솜,29.98,18.4,202205,21,"55,300",6,2021,언주로69길 12,,직거래,-
서울특별시 강남구 역삼동,774-42,774,42,다솜,23.14,14.21,202205,30,"49,800",5,2021,언주로69길 12,,직거래,-
서울특별시 강남구 역삼동,774-42,774,42,다솜,29.95,18.38,202207,16,"58,300",2,2021,언주로69길 12,,직거래,-
서울특별시 강남구 역삼동,774-42,774,42,다솜,23.42,14.38,202207,19,"49,800",5,2021,언주로69길 12,20230411,직거래,-
서울특별시 강남구 역삼동,745-35,745,35,다올2차,29.37,17.53,202209,21,"39,200",5,2019,논현로75길 28,,중개거래,서울 강남구
서울특별시 강남구 역삼동,728-51,728,51,다올하우스,26.55,16.6,202205,13,"38,000",3,2018,테헤란로32길 53,,중개거래,서울 강남구
서울특별시 강남구 역삼동,744-17,744,17,더클래스,28.97,17.83,202204,30,"59,000",6,2022,역삼로17길 35,,직거래,-
서울특별시 강남구 역삼동,744-17,744,17,더클래스,29.14,17.94,202205,21,"62,500",3,2022,역삼로17길 35,,직거래,-
서울특별시 강남구 역삼동,744-17,744,17,더클래스,27.32,16.82,202208,11,"48,500",3,2022,역삼로17길 35,,직거래,-
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,52.32,32.39,202210,16,"98,431",2,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,30.87,19.11,202210,16,"58,069",3,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,30.86,19.1,202210,16,"58,055",2,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,43.12,26.69,202210,16,"81,119",2,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,30.72,19.02,202210,16,"57,791",1,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,30.86,19.1,202210,16,"58,055",1,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,43.12,26.69,202210,16,"81,119",1,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,30.86,19.1,202210,16,"58,055",-1,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,30.72,19.02,202210,16,"57,791",-1,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,28,17.33,202210,16,"52,669",3,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,694-1,694,1,더팜빌,31.28,19.36,202210,16,"58,845",3,2002,테헤란로57길 50,,중개거래,서울 강남구
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.75,18.2,202205,7,"59,500",3,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.89,18.29,202205,13,"58,500",2,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.75,18.2,202205,16,"59,500",2,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.89,18.29,202205,16,"59,500",3,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.97,18.34,202205,19,"59,500",2,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.97,18.34,202205,27,"62,000",3,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.97,18.34,202205,30,"63,000",5,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,23,14.08,202206,1,"52,900",3,2021,언주로69길 23-8,20220630,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.97,18.34,202206,3,"63,000",4,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,21.44,13.12,202206,4,"55,000",5,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,23,14.08,202206,30,"52,900",3,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,778-13,778,13,더프라나역삼,29.93,18.32,202209,8,"60,000",5,2021,언주로69길 23-8,,직거래,-
서울특별시 강남구 역삼동,798-1,798,1,더힐,28.66,15.25,202207,15,"59,900",3,2021,논현로63길 5,,직거래,-
서울특별시 강남구 역삼동,798-1,798,1,더힐,28.42,15.12,202208,17,"59,900",3,2021,논현로63길 5,,직거래,-
서울특별시 강남구 역삼동,798-1,798,1,더힐,28.96,15.41,202208,18,"59,900",3,2021,논현로63길 5,,직거래,-
서울특별시 강남구 역삼동,664-1,664,1,더힐스,26.63,17.02,202206,13,"72,000",6,2021,언주로99길 29,,직거래,-
서울특별시 강남구 역삼동,664-1,664,1,더힐스,27.76,20.44,202206,14,"70,000",4,2021,언주로99길 29,,중개거래,서울 강남구
서울특별시 강남구 역삼동,664-1,664,1,더힐스,26.63,17.02,202207,13,"72,000",5,2021,언주로99길 29,,직거래,-
서울특별시 강남구 역삼동,656-8,656,8,도원하이빌,26.88,13.67,202205,16,"8,000",-1,2002,봉은사로38길 26-1,,직거래,-
서울특별시 강남구 역삼동,777-14,777,14,드림하우스,27.36,14.72,202205,10,"22,000",1,2000,논현로70길 28,,중개거래,서울 강남구
서울특별시 강남구 역삼동,777-14,777,14,드림하우스,27.36,14.72,202205,28,"23,000",2,2000,논현로70길 28,,중개거래,서울 강남구
서울특별시 강남구 역삼동,777-14,777,14,드림하우스,27.36,14.72,202302,27,"26,800",2,2000,논현로70길 28,,중개거래,서울 강남구
서울특별시 강남구 역삼동,778-38,778,38,로이코빌,29.94,19.1,202212,12,"41,000",2,2018,도곡로37길 33,,중개거래,서울 강남구
서울특별시 강남구 역삼동,778-38,778,38,로이코빌,24.48,15.61,202212,13,"35,000",4,2018,도곡로37길 33,,중개거래,서울 강남구
서울특별시 강남구 역삼동,778-38,778,38,로이코빌,29.59,18.87,202304,26,"41,750",3,2018,도곡로37길 33,,중개거래,서울 강남구
서울특별시 강남구 역삼동,722-4,722,4,루브르하우스,23.11,13.59,202205,19,"33,100",4,2017,언주로81길 15,,중개거래,서울 강남구
서울특별시 강남구 역삼동,722-4,722,4,루브르하우스,30.804,19.99,202206,25,"45,000",5,2017,언주로81길 15,,중개거래,서울 강남구
서울특별시 강남구 역삼동,722-4,722,4,루브르하우스,24.545,15.61,202211,11,"30,000",3,2017,언주로81길 15,,중개거래,서울 강남구
서울특별시 강남구 역삼동,777-22,777,22,리치빌,45.39,24.02,202212,6,"40,000",1,2002,역삼로34길 28,,중개거래,서울 강남구
서울특별시 강남구 역삼동,777-22,777,22,리치빌,33.48,17.72,202304,3,"24,000",-1,2002,역삼로34길 28,,중개거래,서울 강남구
서울특별시 강남구 역삼동,607-5,607,5,린하우스,76.3,44.65,202206,20,"82,500",4,2003,봉은사로26길 23-1,,중개거래,서울 강남구
서울특별시 강남구 역삼동,792-7,792,7,마이플레이스,28.92,17.48,202208,31,"42,000",4,2018,논현로67길 46,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 강남구 역삼동,793-19,793,19,산정빌라,56.96,20.5,202208,8,"49,500",4,2003,논현로65길 42,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,47.53,23.5,202302,3,"60,400",3,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,39.1,19.31,202302,3,"44,490",1,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,26.78,13.23,202302,3,"30,210",1,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,28.93,14.29,202302,3,"32,780",1,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,28.93,14.29,202302,3,"36,300",2,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,30.41,15.02,202302,3,"34,420",1,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,30.41,15.02,202302,3,"38,400",2,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,71.32,35.23,202302,3,"90,860",3,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,93.48,46.2,202302,3,"110,530",4,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,39.1,19.31,202302,3,"49,410",2,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,52.57,25.97,202302,3,"33,480",-1,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,673-7,673,7,상록주택,26.78,13.23,202302,3,"33,720",2,2002,언주로97길 23-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,781-17,781,17,상아빌라,43.08,28.2,202206,3,"32,000",-1,1994,논현로68길 26-1,,중개거래,"서울 강남구, 서울 성동구"
서울특별시 강남구 역삼동,781-17,781,17,상아빌라,43.08,28.2,202304,15,"32,700",-1,1994,논현로68길 26-1,,중개거래,서울 강남구
서울특별시 강남구 역삼동,780-35,780,35,쉐누빌,54.26,31.49,202205,24,"40,000",4,2018,언주로65길 24,,중개거래,서울 서초구
서울특별시 강남구 역삼동,780-35,780,35,쉐누빌,59.71,34.66,202303,7,"64,400",3,2018,언주로65길 24,,중개거래,서울 강남구
서울특별시 강남구 역삼동,780-35,780,35,쉐누빌,54.26,31.49,202303,20,"42,000",4,2018,언주로65길 24,,중개거래,서울 서초구
서울특별시 강남구 역삼동,781-16,781,16,스타빌,58.47,29.88,202209,8,"60,000",4,2002,논현로68길 28,,중개거래,서울 강남구
서울특별시 강남구 역삼동,790-9,790,9,스톤엘리시온역삼,28.12,10.73,202304,10,"60,000",9,2021,논현로 337,,중개거래,서울 강남구
서울특별시 강남구 역삼동,685-26,685,26,신한빌라,39.3,22.5,202211,18,"29,500",3,1996,언주로104길 41,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202206,3,"43,516",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202206,3,"29,540",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),29.89,15.11,202206,3,"35,362",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202206,3,"43,516",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202206,3,"43,516",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202206,3,"43,516",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202206,3,"29,540",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202206,3,"29,540",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202206,3,"43,516",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),44.94,22.71,202206,3,"53,150",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),29.41,13.5,202206,3,"34,798",3,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),37.69,19.05,202206,3,"44,581",3,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),84.96,44.3,202206,3,"100,499",3,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202206,3,"29,540",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),38.77,19.6,202206,3,"45,869",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202211,18,"32,812",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202211,18,"32,812",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202211,18,"22,508",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202211,18,"22,508",-1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),84.96,44.3,202211,18,"137,381",3,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202211,18,"58,571",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),37.69,19.05,202211,18,"61,944",3,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202211,18,"39,252",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),24.97,12.62,202211,18,"39,252",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202211,18,"58,571",1,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),29.41,13.5,202211,18,"48,145",3,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),44.94,22.71,202211,18,"73,597",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),36.78,18.59,202211,18,"60,411",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),38.77,19.6,202211,18,"63,477",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,695-11,695,11,아미하우스(695-11),29.89,15.11,202211,18,"48,758",2,1996,테헤란로55길 31,,중개거래,서울 강남구
서울특별시 강남구 역삼동,690-40,690,40,아이힐,28.71,17.85,202207,14,"41,000",2,2016,언주로100길 20,,중개거래,서울 강남구
서울특별시 강남구 역삼동,690-42,690,42,아이힐2,29.97,23.6,202206,3,"39,000",2,2016,봉은사로48길 44-6,,중개거래,서울 강남구
서울특별시 강남구 역삼동,690-42,690,42,아이힐2,29.97,23.77,202304,19,"35,800",3,2016,봉은사로48길 44-6,,중개거래,서울 강남구
서울특별시 강남구 역삼동,783-5,783,5,아하바하우스,31.65,21.06,202206,10,"52,000",2,2016,도곡로33길 14,,중개거래,서울 강남구
서울특별시 강남구 역삼동,783-5,783,5,아하바하우스,27.92,18.56,202209,24,"39,000",4,2016,도곡로33길 14,,중개거래,서울 강남구
서울특별시 강남구 역삼동,728-33,728,33,에버하임(b),58.2,33.02,202205,7,"40,500",5,2003,테헤란로32길 48,,중개거래,서울 강남구
서울특별시 강남구 역삼동,780-46,780,46,역삼다산빌라,29.12,18.71,202209,28,"45,000",5,2016,도곡로33길 24,,중개거래,서울 강남구
서울특별시 강남구 역삼동,774-40,774,40,역삼더하임,24.99,16.22,202208,5,"49,500",5,2020,역삼로38길 19,,직거래,-
서울특별시 강남구 역삼동,656-29,656,29,역삼드림e빌,22.54,11.4,202206,3,"21,000",6,2013,언주로103길 18,,중개거래,서울 강남구
서울특별시 강남구 역삼동,656-29,656,29,역삼드림e빌,22.54,11.4,202301,19,"21,000",6,2013,언주로103길 18,,직거래,-
서울특별시 강남구 역삼동,658-16,658,16,역삼밸류,27.24,23.2,202206,13,"40,000",4,2015,논현로106길 21,,중개거래,서울 강남구
서울특별시 강남구 역삼동,660-28,660,28,역삼빌라(660-28),48.58,28.33,202302,20,"39,000",3,2002,언주로103길 33,,직거래,-
서울특별시 강남구 역삼동,704-62,704,62,역삼빌라1,33.72,24.08,202205,28,"26,000",-1,1986,테헤란로47길 22-4,,중개거래,"대전 서구, 서울 강남구"
서울특별시 강남구 역삼동,780-42,780,42,역삼이안베스티움,52.38,39.09,202206,28,"71,700",2,2021,언주로65길 30-2,,직거래,-
서울특별시 강남구 역삼동,643-2,643,2,역삼파크,70.44,71.47,202211,1,"80,000",2,1983,논현로95길 17,,직거래,-
서울특별시 강남구 역삼동,740-7,740,7,역삼파크빌(740-7),17.82,12.4,202205,20,"18,000",3,2013,논현로79길 30-7,,중개거래,서울 서초구
서울특별시 강남구 역삼동,766-7,766,7,예원하이빌,29.315,17.01,202211,19,"25,000",3,2000,도곡로57길 9-9,,중개거래,서울 강남구
서울특별시 강남구 역삼동,794-14,794,14,원형빌라,82.11,77,202205,30,"90,000",1,1990,논현로65길 38,,중개거래,서울 강남구
서울특별시 강남구 역삼동,777-17,777,17,이레빌라,37.68,16.79,202210,11,"44,500",3,2000,역삼로34길 22,,중개거래,서울 강남구
서울특별시 강남구 역삼동,783-20,783,20,이지빌라트,33.13,18.32,202208,27,"29,000",4,2002,도곡로37길 13,,중개거래,서울 강남구
서울특별시 강남구 역삼동,783-20,783,20,이지빌라트,46.34,25.3,202303,30,"37,000",2,2002,도곡로37길 13,,중개거래,서울 강남구
서울특별시 강남구 역삼동,836-29,836,29,장원아트빌,47.15,24.69,202205,31,"50,000",5,2018,도곡로5길 22,,중개거래,서울 강남구
서울특별시 강남구 역삼동,778-7,778,7,제이원빌,29.505,15.87,202205,21,"34,000",5,2014,언주로67길 32,,중개거래,서울 강남구
서울특별시 강남구 역삼동,741-21,741,21,지에스빌,13.9,10.58,202205,14,"14,200",5,2013,논현로79길 40-1,,중개거래,서울 강남구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,28.65,20.23,202205,20,"46,000",4,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,51.7,36.5,202205,20,"90,000",4,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,31.25,22.06,202205,20,"55,000",4,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,30.76,21.72,202205,20,"55,000",4,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,30.03,21.2,202205,20,"55,000",3,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,28.65,20.23,202205,20,"46,000",3,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,27.26,19.25,202205,20,"45,000",4,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,30.03,21.2,202205,20,"55,000",4,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,30.76,21.72,202205,20,"55,000",3,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,53.94,38.08,202205,20,"90,000",2,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,80.31,56.7,202205,20,"140,000",2,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,25.85,18.25,202205,20,"46,000",2,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,25.85,18.25,202205,20,"46,000",3,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,31.25,22.06,202205,20,"55,000",3,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,25.85,18.25,202205,20,"46,000",3,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,725-17,725,17,진하우스,27.26,19.25,202205,20,"46,000",3,2002,테헤란로30길 19,20221017,중개거래,서울 서초구
서울특별시 강남구 역삼동,664-28,664,28,케아하우스,22.16,14.31,202205,27,"28,500",2,2017,언주로99길 11-4,20230302,중개거래,서울 서초구
서울특별시 강남구 역삼동,781-18,781,18,하우징허브,27.74,16.96,202211,17,"45,000",4,2018,논현로68길 30,,중개거래,서울 강남구
서울특별시 강남구 역삼동,777-30,777,30,한빛위너스,29.09,18.85,202208,30,"42,000",5,2016,논현로68길 25,,중개거래,서울 은평구
서울특별시 강남구 역삼동,798-14,798,14,한양맨숀,60.07,60.43,202303,3,"77,000",3,1982,도곡로23길 6,,중개거래,서울 강남구
서울특별시 강남구 역삼동,686-2,686,2,현대빌라라동,92.7,73.54,202205,11,"202,650",2,1987,언주로106길 10-4,20220711,중개거래,서울 강남구
서울특별시 강남구 역삼동,686-2,686,2,현대빌라라동,55.52,48.96,202205,11,"105,735",-1,1987,언주로106길 10-4,20220711,중개거래,서울 강남구
서울특별시 강남구 역삼동,686-2,686,2,현대빌라라동,92.7,73.54,202205,11,"204,650",1,1987,언주로106길 10-4,20220711,중개거래,서울 강남구
서울특별시 강남구 역삼동,686-2,686,2,현대빌라라동,92.7,73.54,202207,9,"202,650",2,1987,언주로106길 10-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,686-2,686,2,현대빌라라동,92.7,73.54,202207,9,"204,650",1,1987,언주로106길 10-4,,중개거래,서울 강남구
서울특별시 강남구 역삼동,776-26,776,26,호성타운,40.64,27.8,202206,20,"18,000",-1,1986,도곡로25길 27,,직거래,-
서울특별시 강남구 역삼동,681-19,681,19,힐스테이트3,29.78,18.52,202205,25,"41,000",4,2015,언주로108길 21-6,,중개거래,"서울 강남구, 서울 영등포구"
서울특별시 강남구 일원동,664,664,0,(664-0),18.762,14.19,202207,14,"52,000",1,2021,일원로5길 50,,중개거래,서울 강남구
서울특별시 강남구 일원동,652-9,652,9,다세대주택(6세대),48.14,35.27,202206,4,"90,000",2,1991,양재대로49길 10,,중개거래,서울 강남구
서울특별시 강남구 일원동,635-4,635,4,로얄파크빌,29.87,26.73,202304,4,"69,000",3,2020,개포로130길 27-8,,중개거래,서울 강남구
서울특별시 강남구 일원동,673-2,673,2,블루미어1차,29.95,21.16,202205,9,"76,000",3,2022,양재대로37길 7,,중개거래,서울 강남구
서울특별시 강남구 일원동,673-2,673,2,블루미어1차,29.95,21.16,202210,8,"66,000",2,2022,양재대로37길 7,,중개거래,서울 강남구
서울특별시 강남구 일원동,641-11,641,11,샤갈하우스3,22.8,16.52,202304,10,"60,000",4,2023,개포로138길 27,,중개거래,서울 강남구
서울특별시 강남구 일원동,739,739,0,청솔빌리지,59.75,82.93,202205,17,"155,000",1,1993,광평로10길 50,,중개거래,서울 강남구
서울특별시 강남구 일원동,739,739,0,청솔빌리지,59.75,82.93,202205,20,"152,500",3,1993,광평로10길 50,,직거래,-
서울특별시 강남구 일원동,622-6,622,6,휴먼하우스2차,25.93,23.4,202211,12,"79,000",2,2022,개포로118길 30-10,,중개거래,서울 강남구
서울특별시 강남구 일원동,622-6,622,6,휴먼하우스2차,25.93,23.4,202211,13,"79,000",3,2022,개포로118길 30-10,,중개거래,"경기 하남시, 서울 강남구"
서울특별시 강남구 일원동,622-6,622,6,휴먼하우스2차,21.335,19.26,202211,23,"60,000",3,2022,개포로118길 30-10,,중개거래,서울 강남구
서울특별시 강남구 일원동,622-6,622,6,휴먼하우스2차,28.403,25.64,202301,13,"78,000",3,2022,개포로118길 30-10,,중개거래,서울 강남구
서울특별시 강남구 일원동,622-6,622,6,휴먼하우스2차,20.458,18.46,202304,10,"74,000",4,2022,개포로118길 30-10,,중개거래,서울 강남구
서울특별시 강남구 자곡동,646,646,0,엘에이치강남8단지,59.47,82.31,202208,3,"118,000",3,2013,자곡로 154,,중개거래,서울 강남구
서울특별시 강남구 청담동,109-19,109,19,기린빌라,45.93,34.46,202301,12,"60,500",-1,1989,도산대로85길 50-26,,중개거래,서울 강남구
서울특별시 강남구 청담동,101-16,101,16,삼익세라믹,229.59,135.18,202210,7,"372,500",3,1992,압구정로73길 27,,직거래,-
서울특별시 강남구 청담동,122-4,122,4,성영맨션,77.87,52.68,202208,10,"130,000",2,1997,도산대로85길 18,,중개거래,서울 강남구
서울특별시 강남구 청담동,Feb-37,37,2,아드리안빌라(37-2),129.18,94.58,202206,1,"241,500",4,2003,선릉로138길 34,,중개거래,서울 강남구
서울특별시 강남구 청담동,Feb-64,64,2,진흥빌라(64-2),194.13,170.34,202304,4,"500,000",3,1984,학동로81길 24,,직거래,-
서울특별시 강남구 청담동,111-12,111,12,청담대우멤버스카운티III,144.42,93.82,202206,14,"295,000",4,2003,도산대로87길 33,,중개거래,서울 강남구
서울특별시 강남구 청담동,121-8,121,8,청담동상지리츠빌Ⅲ,164.62,89.35,202302,14,"297,000",4,1999,도산대로83길 28,,중개거래,서울 강남구
서울특별시 강남구 청담동,38,38,0,청담스테이,28.52,16.39,202206,20,"64,500",5,2018,선릉로138길 22,,중개거래,서울 강남구
