시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일,거래구분,중개사사무소
서울특별시 서초구 방배동,9**,단독,25m미만,323.22,164.8,202208,31,"199,500",1996,도구로,,직거래,-
서울특별시 서초구 방배동,8**,단독,8m미만,159.01,165.7,202206,4,"300,500",1977,서초대로27길,,중개거래,서울 서초구
서울특별시 서초구 방배동,8**,단독,8m미만,158.22,166.5,202207,5,"225,000",1977,서초대로15길,,중개거래,서울 강남구
서울특별시 서초구 방배동,9**,단독,8m미만,480.62,167.4,202209,1,"435,000",1994,방배로15길,,중개거래,서울 서초구
서울특별시 서초구 방배동,5**,단독,12m미만,230.17,171,202206,24,"160,879",1987,효령로12길,,직거래,-
서울특별시 서초구 방배동,5**,단독,8m미만,245.88,172,202212,19,"220,000",1989,효령로14바길,,중개거래,서울 서초구
서울특별시 서초구 방배동,8**,단독,8m미만,162.31,182.5,202211,3,"119,520",1978,서초대로27길,20221212,직거래,-
서울특별시 서초구 방배동,8**,단독,8m미만,162.31,182.5,202211,11,"119,378",1978,서초대로27길,,직거래,-
서울특별시 서초구 방배동,5**,단독,12m미만,211.88,188,202210,31,"164,158",1980,효령로12길,,직거래,-
서울특별시 서초구 방배동,5**,단독,8m미만,198.02,189,202207,5,"161,840",1979,남부순환로289길,,직거래,-
서울특별시 서초구 방배동,7**,단독,12m미만,583.46,203.8,202208,8,"400,000",1988,방배중앙로27길,,중개거래,서울 서초구
서울특별시 서초구 방배동,5**,단독,12m미만,260.26,204,202210,26,"181,508",1983,효령로12길,,직거래,-
서울특별시 서초구 방배동,5**,단독,12m미만,263.31,204,202207,11,"183,870",1980,효령로14라길,,직거래,-
서울특별시 서초구 방배동,5**,단독,8m미만,247.18,209,202208,19,"267,000",1982,효령로14라길,,중개거래,"서울 마포구, 서울 서초구"
서울특별시 서초구 방배동,9**,단독,25m이상,593.37,250.3,202205,31,"1,000,000",1984,서초대로4길,,중개거래,서울 강남구
서울특별시 서초구 방배동,8**,단독,12m미만,698.74,258.3,202205,17,"710,000",1989,서초대로27길,,중개거래,서울 서초구
서울특별시 서초구 방배동,5**,단독,8m미만,277.55,275,202209,5,"248,500",1980,효령로10길,,직거래,-
서울특별시 서초구 방배동,4**,단독,12m미만,320.42,284.9,202303,3,"390,000",1980,청두곶길,,중개거래,서울 서초구
서울특별시 서초구 방배동,2***,단독,8m미만,198.66,298,202210,17,"260,000",1989,전원말8길,,중개거래,"서울 광진구, 서울 서초구"
서울특별시 서초구 방배동,2***,단독,8m미만,197,303,202207,12,"247,000",1990,전원말4길,,중개거래,서울 서초구
서울특별시 서초구 방배동,8**,단독,25m미만,994.89,313.5,202303,31,"690,000",1992,동광로,,중개거래,서울 서초구
서울특별시 서초구 방배동,9**,단독,8m미만,912.94,340.3,202205,12,"795,000",1993,효령로33길,,중개거래,서울 서초구
서울특별시 서초구 방배동,1*,단독,8m미만,326.04,529,202207,13,"1,000,000",1988,사평대로6길,,중개거래,서울 서초구
서울특별시 서초구 서초동,1***,다가구,8m미만,19.13,3.92,202204,30,"4,673",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.13,3.92,202204,30,"4,673",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.13,3.92,202204,30,"4,673",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.13,3.92,202204,30,"4,673",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.13,3.92,202204,30,"4,673",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.32,3.92,202204,30,"4,688",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.32,3.92,202204,30,"4,688",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.32,3.92,202204,30,"4,688",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.32,3.92,202204,30,"4,688",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,19.32,3.92,202204,30,"4,688",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,39.32,7.87,202204,30,"9,393",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,39.99,7.87,202204,30,"9,629",1996,서초대로52길,,직거래,-
서울특별시 서초구 서초동,1***,다가구,8m미만,352.61,166.9,202212,19,"340,000",1995,서운로6길,,중개거래,서울 강남구
서울특별시 서초구 서초동,1***,다가구,8m미만,352.61,166.9,202211,30,"340,000",1995,서운로6길,20221219,중개거래,서울 강남구
서울특별시 서초구 서초동,1***,다가구,8m미만,509.16,217.6,202205,20,"560,000",2001,반포대로24길,20220627,중개거래,서울 서초구
서울특별시 서초구 서초동,1***,다가구,8m미만,509.16,217.6,202206,27,"560,000",2001,반포대로24길,,중개거래,서울 서초구
서울특별시 서초구 서초동,1***,다가구,8m미만,575.52,250.8,202209,30,"400,000",1996,명달로26길,,중개거래,서울 서초구
서울특별시 서초구 서초동,1***,다가구,8m미만,575.52,250.8,202205,30,"400,000",1996,명달로26길,20221014,중개거래,서울 서초구
서울특별시 서초구 서초동,1***,다가구,25m미만,329.25,674,202304,10,"1,428,000",1991,명달로,,중개거래,서울 서초구
서울특별시 서초구 서초동,1***,단독,8m미만,164.97,171.5,202205,10,"316,470",1980,반포대로8길,,중개거래,서울 서초구
서울특별시 서초구 서초동,1***,단독,8m미만,123.47,180.2,202303,13,"210,000",1976,효령로72길,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 서초구 서초동,1***,단독,12m미만,526.95,186.5,202206,2,"615,000",1991,강남대로47길,20220624,중개거래,서울 강남구
서울특별시 서초구 서초동,1***,단독,12m미만,526.95,186.5,202206,24,"615,000",1991,강남대로47길,,중개거래,서울 강남구
서울특별시 서초구 서초동,1***,단독,8m미만,226.28,193.6,202205,9,"500,000",1978,반포대로30길,,중개거래,서울 강남구
서울특별시 서초구 서초동,1***,단독,8m미만,226.28,193.6,202209,22,"522,760",1978,null,,직거래,-
서울특별시 서초구 서초동,1***,단독,8m미만,488.52,210.6,202205,3,"600,000",1992,반포대로22길,,중개거래,서울 강남구
서울특별시 서초구 서초동,1***,단독,8m미만,240.17,256.6,202205,11,"705,000",1981,null,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 서초구 서초동,1***,단독,8m미만,745.99,324,202302,15,"1,400,000",1988,효령로40길,,중개거래,"서울 마포구, 서울 서초구"
서울특별시 서초구 서초동,1***,단독,8m미만,323.94,614.8,202212,5,"780,000",1990,사임당로19길,,중개거래,서울 서초구
서울특별시 서초구 신원동,6**,다가구,8m미만,339.06,227.1,202205,20,"350,000",2017,청계산로11길,,직거래,-
서울특별시 서초구 신원동,2*,단독,8m미만,298.53,338,202206,9,"300,000",2017,새정3길,,중개거래,서울 강남구
서울특별시 서초구 신원동,1*,단독,8m미만,230.8,415,202206,15,"254,000",2002,새정2길,,중개거래,"서울 강남구, 서울 서초구"
서울특별시 서초구 양재동,3**,다가구,8m미만,490.41,231.1,202205,17,"480,000",1997,강남대로18길,,중개거래,서울 강남구
서울특별시 서초구 양재동,2**,단독,8m미만,168.48,112.6,202205,12,"260,000",1989,언남11길,,중개거래,서울 강남구
서울특별시 서초구 양재동,3**,단독,8m미만,186.57,119.4,202206,10,"265,000",1988,강남대로6길,,중개거래,서울 강남구
서울특별시 서초구 양재동,2**,단독,12m미만,561.7,227,202207,29,"450,000",1990,논현로11길,,중개거래,서울 강남구
서울특별시 서초구 양재동,*,단독,8m미만,819.07,335.3,202205,3,"640,000",1988,남부순환로364길,20221110,중개거래,서울 서초구
서울특별시 서초구 양재동,*,단독,8m미만,819.07,335.3,202211,10,"640,000",1988,남부순환로364길,,중개거래,서울 서초구
서울특별시 서초구 염곡동,1**,단독,8m미만,324.95,305,202208,24,"165,000",2008,염곡안2길,,직거래,-
서울특별시 서초구 염곡동,1**,단독,8m미만,163.27,313,202206,11,"275,000",1982,염곡안길,,중개거래,서울 서초구
서울특별시 서초구 우면동,2*,다가구,8m미만,506.04,364,202303,19,"195,000",2002,바우뫼로11길,,직거래,-
서울특별시 서초구 우면동,2**,단독,12m미만,490.41,319,202206,18,"450,000",2012,형촌길,,중개거래,서울 서초구
서울특별시 서초구 우면동,2**,단독,12m미만,197.28,344,202207,7,"311,896",1985,형촌길,,중개거래,서울 서초구
서울특별시 서초구 우면동,2**,단독,12m미만,84.78,354,202205,12,"350,000",1994,성촌5길,,중개거래,서울 마포구
서울특별시 서초구 우면동,4**,단독,8m미만,131.41,361,202208,13,"210,000",1981,송동길,,중개거래,서울 서초구
서울특별시 서초구 우면동,4*,단독,8m미만,586.28,399,202208,2,"395,000",2002,바우뫼로11안길,,중개거래,서울 강남구
서울특별시 서초구 잠원동,2*,다가구,12m미만,609.25,255.3,202208,10,"1,203,000",2003,강남대로95길,20221110,중개거래,"서울 강남구, 서울 서초구"
서울특별시 성동구 금호동3가,1*,단독,12m미만,22.68,13.2,202210,26,"41,800",1982,무수막길,,중개거래,"서울 성동구, 서울 용산구"
서울특별시 성동구 금호동3가,1***,단독,12m미만,37.9,58.1,202206,16,"82,000",1985,금호산길,,중개거래,서울 성동구
서울특별시 성동구 금호동3가,1***,단독,8m미만,64.72,75.7,202303,3,"40,000",1986,금호산10가길,,중개거래,서울 성동구
서울특별시 성동구 금호동3가,1***,단독,12m미만,119.18,95.9,202211,16,"60,500",1976,장터5길,,중개거래,서울 성동구
서울특별시 성동구 금호동3가,3**,단독,8m미만,70.45,99.2,202304,20,"100,000",1970,독서당로,,중개거래,서울 성동구
서울특별시 성동구 금호동3가,1***,단독,8m미만,187.13,120.7,202209,23,"155,000",1970,금호산10길,,중개거래,서울 성동구
서울특별시 성동구 금호동4가,1**,다가구,8m미만,431.2,198.3,202206,13,"280,000",1991,금호로3가길,,중개거래,서울 성동구
서울특별시 성동구 금호동4가,5**,단독,8m미만,66.84,212.3,202211,29,"230,000",1969,독서당로,,중개거래,서울 성동구
서울특별시 성동구 도선동,3**,다가구,12m미만,299.34,191.4,202207,4,"178,000",1997,무학로2길,20221006,중개거래,서울 성동구
서울특별시 성동구 도선동,3**,다가구,12m미만,299.34,191.4,202207,4,"178,000",1997,무학로2길,,중개거래,서울 성동구
서울특별시 성동구 도선동,1**,단독,8m미만,30.09,27.8,202211,4,"18,000",1985,무학로4길,,직거래,-
서울특별시 성동구 도선동,4**,단독,25m이상,220.7,123.6,202211,25,"199,000",1960,무학로,,중개거래,서울 성동구
서울특별시 성동구 마장동,4**,다가구,12m미만,100.5,66.12,202206,28,"50,000",1993,무학로14길,,중개거래,서울 성동구
서울특별시 성동구 마장동,7**,다가구,8m미만,218.98,116.7,202207,31,"158,000",1977,마조로15나길,,중개거래,서울 성동구
서울특별시 성동구 마장동,5**,다가구,25m이상,2156.77,460.6,202205,20,"700,000",2011,고산자로,20220623,중개거래,서울 성동구
서울특별시 성동구 마장동,5**,다가구,25m이상,2156.77,460.6,202207,30,"700,000",2011,고산자로,,중개거래,서울 성동구
서울특별시 성동구 마장동,4**,단독,8m미만,35.52,18.32,202205,6,"16,000",1985,청계천로10다길,,중개거래,서울 성동구
서울특별시 성동구 마장동,5**,단독,12m미만,115.51,61.5,202205,31,"64,000",1989,마장로31길,,중개거래,서울 성동구
서울특별시 성동구 마장동,3**,단독,8m미만,29.72,63,202208,22,"27,000",1967,마조로14가길,,중개거래,서울 성동구
서울특별시 성동구 마장동,4**,단독,12m미만,100.5,66.12,202206,1,"50,000",1993,무학로14길,20220627,중개거래,서울 성동구
서울특별시 성동구 마장동,3**,단독,8m미만,28.75,69,202206,9,"21,600",1985,살곶이2나길,,중개거래,서울 강남구
서울특별시 성동구 마장동,7**,단독,25m이상,200.03,78.6,202302,28,"130,000",1996,마장로,,중개거래,서울 성동구
서울특별시 성동구 마장동,3**,단독,8m미만,36.73,83,202210,26,"30,000",1967,살곶이2가길,,직거래,-
서울특별시 성동구 마장동,5**,단독,8m미만,249.99,122.6,202304,24,"110,000",1985,마장로27길,,중개거래,서울 성동구
서울특별시 성동구 사근동,1**,다가구,8m미만,151.77,112,202205,27,"79,800",1990,사근동8가길,,중개거래,서울 성동구
서울특별시 성동구 사근동,1**,다가구,8m미만,176.07,112,202206,10,"102,000",1996,사근동12길,,중개거래,서울 성동구
서울특별시 성동구 사근동,1**,단독,8m미만,46.24,27.09,202212,7,"23,400",2022,사근동10가길,,직거래,-
서울특별시 성동구 사근동,3**,단독,8m미만,21.16,60,202206,22,"22,000",1966,사근동길,,중개거래,서울 성동구
서울특별시 성동구 사근동,1**,단독,12m미만,39.24,60,202211,30,"32,000",1968,사근동10길,,직거래,-
서울특별시 성동구 사근동,2**,단독,8m미만,23.67,69,202302,2,"23,000",1970,사근동11길,,직거래,-
서울특별시 성동구 사근동,2**,단독,8m미만,23.67,69,202208,10,"25,000",1970,사근동11길,20220919,직거래,-
서울특별시 성동구 사근동,3**,단독,8m미만,106.42,79,202303,11,"52,500",1983,사근동2길,,중개거래,서울 성동구
서울특별시 성동구 사근동,1**,단독,8m미만,116.37,89,202304,22,"63,000",1972,사근동12길,,중개거래,서울 성동구
서울특별시 성동구 사근동,1**,단독,8m미만,208,171,202302,23,"60,000",1977,사근동8가길,,직거래,-
서울특별시 성동구 성수동1가,1*,다가구,8m미만,194.04,100.5,202209,16,"330,000",1997,상원2길,,중개거래,서울 강남구
서울특별시 성동구 성수동1가,*,다가구,8m미만,172.98,106,202208,25,"420,000",1991,왕십리로4길,,중개거래,서울 용산구
서울특별시 성동구 성수동1가,6**,다가구,8m미만,206.48,106,202210,7,"301,411",1993,광나루로,,중개거래,서울 성동구
서울특별시 성동구 성수동1가,6**,다가구,8m미만,325.3,130,202209,2,"447,000",1992,왕십리로4가길,,중개거래,서울 성동구
서울특별시 성동구 성수동1가,*,다가구,8m미만,329.38,172,202206,30,"594,000",1991,왕십리로4길,,중개거래,서울 강남구
서울특별시 성동구 성수동1가,6**,다가구,8m미만,299.47,186,202206,23,"550,000",1994,성수일로3길,,중개거래,서울 성동구
서울특별시 성동구 성수동1가,3**,단독,12m미만,283.41,92,202205,31,"300,000",1994,성덕정길,,중개거래,"서울 성동구, 서울 용산구"
서울특별시 성동구 성수동1가,6**,단독,12m미만,137.4,96,202205,24,"387,000",1991,왕십리로11길,,중개거래,서울 성동구
서울특별시 성동구 성수동1가,1*,단독,12m미만,328.03,106.8,202304,3,"360,000",1992,상원10길,,중개거래,서울 강남구
서울특별시 성동구 성수동1가,6**,단독,8m미만,190.14,119,202205,27,"431,000",1990,서울숲2길,,중개거래,서울 성동구
서울특별시 성동구 성수동1가,6**,단독,8m미만,197.88,119,202210,29,"325,000",1992,아차산로1가길,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,3**,다가구,8m미만,123.8,96,202212,15,"205,000",1969,성덕정길,,중개거래,서울 성동구
서울특별시 성동구 성수동2가,2**,다가구,8m미만,147.03,106.4,202205,10,"188,800",1998,성수일로12가길,,중개거래,서울 성동구
서울특별시 성동구 성수동2가,2**,다가구,8m미만,188.73,112.7,202207,29,"270,000",1994,광나루로2길,,중개거래,"서울 강남구, 서울 성동구"
서울특별시 성동구 성수동2가,2**,다가구,8m미만,266.78,121.3,202206,15,"220,000",1994,광나루로2길,,중개거래,서울 성동구
서울특별시 성동구 성수동2가,2**,다가구,8m미만,360,133.9,202208,12,"353,000",2017,광나루로,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,2**,다가구,8m미만,373.1,172,202207,5,"442,000",1992,뚝섬로,,중개거래,"서울 강남구, 서울 성동구"
서울특별시 성동구 성수동2가,2**,단독,8m미만,39.7,80,202303,17,"116,000",1965,광나루로4나길,,중개거래,서울 성동구
서울특별시 성동구 성수동2가,2**,단독,12m미만,47.11,83,202208,30,"276,100",1975,성수이로16길,,중개거래,"서울 강남구, 서울 성동구"
서울특별시 성동구 성수동2가,2**,단독,8m미만,153.63,86,202304,19,"155,000",1992,동일로,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,2**,단독,8m미만,62.35,89.3,202207,20,"247,254",1970,광나루로,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,2**,단독,8m미만,101.29,95.9,202207,20,"321,449",1971,아차산로7나길,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,2**,단독,8m미만,73.36,99.2,202207,20,"281,297",1970,광나루로,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,3**,단독,8m미만,193.67,112.4,202302,24,"347,000",1985,연무장3길,,중개거래,서울 서초구
서울특별시 성동구 성수동2가,2**,단독,8m미만,164.37,126.3,202206,15,"509,803",1970,광나루로2길,,직거래,-
서울특별시 성동구 성수동2가,2**,단독,8m미만,71.41,132,202205,14,"211,500",1969,둘레21가길,,중개거래,서울 성동구
서울특별시 성동구 성수동2가,2**,단독,12m미만,377.35,132.9,202210,18,"483,000",1991,아차산로17길,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,3**,단독,8m미만,339.56,140.5,202304,6,"600,000",1987,연무장7가길,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,2**,단독,8m미만,149.05,145,202208,30,"400,000",1970,뚝섬로15길,,중개거래,"서울 강남구, 서울 성동구"
서울특별시 성동구 성수동2가,2**,단독,8m미만,90.65,165,202206,29,"273,000",1972,둘레23길,,중개거래,"서울 성동구, 서울 중랑구"
서울특별시 성동구 성수동2가,2**,단독,8m미만,494.44,211.6,202205,4,"790,000",1988,아차산로5길,,직거래,-
서울특별시 성동구 성수동2가,2**,단독,8m미만,494.44,211.6,202206,15,"790,000",1988,아차산로5길,,직거래,-
서울특별시 성동구 성수동2가,2**,단독,8m미만,295.62,212.6,202206,15,"762,000",1984,아차산로5길,,직거래,-
서울특별시 성동구 성수동2가,2**,단독,8m미만,295.62,212.6,202205,25,"780,000",1984,아차산로5길,,중개거래,서울 강남구
서울특별시 성동구 성수동2가,2**,단독,12m미만,544.61,302.5,202206,15,"1,425,196",1975,광나루로2길,,직거래,-
서울특별시 성동구 성수동2가,4**,단독,12m미만,98.78,390,202205,30,"525,000",1960,성수이로3길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,다가구,8m미만,173.13,102,202205,11,"201,500",1993,송정길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,다가구,8m미만,199.85,102,202207,30,"248,000",1991,송정길,20220906,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,다가구,8m미만,244.7,106,202205,26,"175,000",1997,송정4가길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,다가구,8m미만,182.94,109,202303,24,"200,000",2002,송정길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,다가구,8m미만,241.92,116,202205,16,"140,000",1993,송정12가길,,중개거래,서울 성동구
서울특별시 성동구 송정동,9*,단독,8m미만,140.86,89.3,202208,5,"83,000",1990,동일로55다길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,단독,8m미만,65.05,93,202208,30,"110,000",1973,송정12나길,,중개거래,서울 송파구
서울특별시 성동구 송정동,6*,단독,8m미만,60.76,96,202205,29,"84,000",1973,송정8길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,단독,8m미만,73.19,99,202207,15,"90,000",1973,송정12가길,,중개거래,서울 강남구
서울특별시 성동구 송정동,7*,단독,8m미만,108.71,99,202210,5,"115,000",1974,송정12나길,,중개거래,서울 강남구
서울특별시 성동구 송정동,7*,단독,8m미만,117.86,102,202304,8,"173,000",1974,송정길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,단독,8m미만,152.1,102,202209,21,"98,000",1986,송정18가길,,중개거래,서울 용산구
서울특별시 성동구 송정동,7*,단독,8m미만,249.58,102,202205,27,"240,000",2015,송정18가길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,단독,8m미만,115.75,106,202205,3,"155,000",1974,송정4가길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,단독,8m미만,119.28,109,202206,3,"82,500",1974,송정16길,,중개거래,"서울 광진구, 서울 성동구"
서울특별시 성동구 송정동,6*,단독,8m미만,127.57,109,202207,26,"180,000",1973,송정6길,,중개거래,서울 성동구
서울특별시 성동구 송정동,6*,단독,8m미만,133.96,109,202206,13,"158,000",1973,송정6길,,중개거래,서울 강남구
서울특별시 성동구 송정동,7*,단독,12m미만,179.26,109,202206,3,"200,000",1974,광나루로11길,,중개거래,서울 성동구
서울특별시 성동구 송정동,6*,단독,8m미만,147.38,112,202303,10,"238,000",1973,송정12길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,단독,8m미만,180.22,116,202207,22,"140,000",1988,송정12라길,,중개거래,서울 강남구
서울특별시 성동구 송정동,6*,단독,8m미만,128.25,122,202209,19,"206,000",1972,송정2길,,중개거래,서울 성동구
서울특별시 성동구 송정동,6*,단독,8m미만,178.99,122,202207,20,"185,000",1973,송정6길,,중개거래,서울 강남구
서울특별시 성동구 송정동,6*,단독,8m미만,174.51,129,202208,26,"234,000",1973,송정12길,,중개거래,서울 성동구
서울특별시 성동구 송정동,7*,단독,8m미만,195.01,129,202204,30,"148,000",1972,송정12다길,,중개거래,"서울 성동구, 서울 중랑구"
서울특별시 성동구 송정동,7*,단독,12m미만,192.89,136,202205,26,"240,000",1972,광나루로11길,,중개거래,서울 성동구
서울특별시 성동구 용답동,1**,다가구,8m미만,86.31,61.7,202303,18,"70,000",1992,용답1길,,중개거래,서울 동대문구
서울특별시 성동구 용답동,1**,다가구,8m미만,107.1,72.4,202206,30,"97,000",1991,용답중앙5길,,중개거래,서울 성동구
서울특별시 성동구 용답동,6*,다가구,12m미만,83.84,73.1,202208,10,"112,200",1994,용답29길,,중개거래,서울 성동구
서울특별시 성동구 용답동,1**,다가구,8m미만,139.1,102.5,202206,20,"133,300",1974,용답15길,,중개거래,서울 성동구
서울특별시 성동구 용답동,*,다가구,8m미만,173.01,106.8,202206,23,"184,100",1993,용답중앙25길,,중개거래,서울 성동구
서울특별시 성동구 용답동,*,다가구,8m미만,190.47,106.8,202206,21,"184,210",1993,용답중앙25길,,중개거래,서울 성동구
서울특별시 성동구 용답동,*,다가구,8m미만,192.18,108.8,202301,18,"133,500",1991,용답29가길,,중개거래,서울 성동구
서울특별시 성동구 용답동,3*,다가구,8m미만,183,110.1,202207,9,"210,000",1993,용답21길,,중개거래,서울 성동구
서울특별시 성동구 용답동,3*,다가구,8m미만,199.35,110.4,202205,6,"170,000",1991,용답25길,,중개거래,서울 성동구
서울특별시 성동구 용답동,3*,다가구,8m미만,199.35,110.4,202205,6,"151,300",1990,용답25길,,중개거래,서울 성동구
서울특별시 성동구 용답동,5*,다가구,8m미만,186.22,111.4,202205,24,"161,760",1977,용답17길,,중개거래,서울 성동구
서울특별시 성동구 용답동,3*,다가구,12m미만,209.41,175.9,202205,20,"311,800",1978,용답23길,,중개거래,서울 성동구
서울특별시 성동구 용답동,2*,단독,8m미만,205.57,100.8,202205,27,"167,750",1990,용답25길,,중개거래,서울 성동구
서울특별시 성동구 용답동,1**,단독,8m미만,120.85,102.5,202206,20,"139,500",1974,용답15길,,중개거래,서울 성동구
서울특별시 성동구 용답동,2*,단독,12m미만,123.37,104.1,202205,27,"189,000",1975,용답25길,,중개거래,서울 성동구
서울특별시 성동구 용답동,1**,단독,8m미만,171.81,106.1,202304,17,"124,800",1990,용답15길,,중개거래,서울 성동구
서울특별시 성동구 용답동,1*,단독,8m미만,183.78,108.1,202207,7,"116,085",1990,용답중앙21길,,중개거래,서울 성동구
서울특별시 성동구 용답동,*,단독,12m미만,124.62,110.1,202206,14,"191,475",1976,용답중앙27길,,중개거래,서울 성동구
서울특별시 성동구 용답동,*,단독,12m미만,130.25,110.1,202206,14,"191,475",1976,용답중앙27길,,중개거래,서울 성동구
서울특별시 성동구 용답동,5*,단독,8m미만,123.18,111.4,202205,24,"161,760",1976,용답17길,,중개거래,서울 성동구
서울특별시 성동구 용답동,2*,단독,8m미만,197.86,111.4,202205,24,"177,000",1989,용답23길,,중개거래,서울 성동구
서울특별시 성동구 용답동,1*,단독,8m미만,81.15,120,202207,5,"217,800",1975,용답중앙17길,,중개거래,서울 성동구
서울특별시 성동구 용답동,1*,단독,8m미만,130.48,120,202207,5,"217,800",1975,용답중앙17길,,중개거래,서울 성동구
서울특별시 성동구 용답동,3*,단독,8m미만,169.41,126.6,202207,9,"230,000",1974,용답21길,,중개거래,서울 성동구
서울특별시 성동구 용답동,2*,단독,12m미만,201.69,135.5,202205,24,"246,000",1987,용답25길,,중개거래,서울 성동구
서울특별시 성동구 용답동,2*,단독,25m미만,247.2,140.8,202212,26,"257,000",1974,용답중앙길,,중개거래,서울 성동구
서울특별시 성동구 용답동,2*,단독,8m미만,211.56,165.3,202205,19,"265,000",1978,용답길,,중개거래,서울 성동구
서울특별시 성동구 용답동,9*,단독,12m미만,493.97,225.8,202302,22,"683,000",1997,용답중앙11길,,중개거래,서울 성북구
서울특별시 성동구 하왕십리동,9**,다가구,8m미만,247.5,166,202301,31,"210,000",1987,무학봉25길,,중개거래,서울 성동구
서울특별시 성동구 하왕십리동,9**,단독,8m미만,98.03,73,202205,4,"76,500",1987,무학봉15다길,,중개거래,서울 성동구
서울특별시 성동구 하왕십리동,9**,단독,8m미만,247.5,166,202211,30,"210,000",1987,무학봉25길,20230302,중개거래,서울 성동구
서울특별시 성동구 하왕십리동,9**,단독,8m미만,248.16,175,202205,13,"185,500",1988,무학봉23길,,중개거래,서울 성동구
서울특별시 성동구 하왕십리동,8**,단독,12m미만,627.5,202,202304,1,"234,000",1995,왕십리로31길,,중개거래,서울 성동구
서울특별시 성동구 하왕십리동,9**,단독,12m미만,759.48,245,202205,25,"400,000",1996,무학봉26길,,중개거래,서울 성동구
서울특별시 성동구 행당동,2**,단독,8m미만,93.37,62.1,202302,2,"71,000",1990,왕십리로21가길,,중개거래,서울 성동구
서울특별시 성동구 홍익동,6*,단독,25m미만,143.75,77.7,202206,15,"155,000",1993,마장로,,중개거래,서울 강남구
서울특별시 성동구 홍익동,3**,단독,12m미만,90.02,103.8,202302,8,"58,000",1968,왕십리로30길,,중개거래,경기 군포시
서울특별시 성북구 길음동,1***,다가구,8m미만,187.83,135.2,202210,20,"70,000",1988,삼양로12길,,중개거래,서울 성북구
서울특별시 성북구 길음동,1***,다가구,8m미만,333.24,142.1,202207,20,"99,000",1994,삼양로9길,,직거래,-
서울특별시 성북구 길음동,1***,단독,25m미만,190.96,80,202205,31,"57,500",1992,숭인로,,중개거래,서울 강북구
서울특별시 성북구 돈암동,7*,단독,8m미만,35.56,76,202205,10,"15,000",1983,동소문로26가길,,중개거래,경기 하남시
서울특별시 성북구 동선동1가,8*,다가구,12m미만,227.76,108.4,202303,27,"150,000",1995,동소문로24길,,중개거래,서울 성북구
서울특별시 성북구 동선동3가,2**,단독,8m미만,213.84,111.1,202302,8,"67,000",1987,동소문로32길,,중개거래,경기 하남시
서울특별시 성북구 동선동3가,2**,단독,25m미만,259.4,111.4,202303,23,"220,000",1998,보문로34가길,,중개거래,서울 성북구
서울특별시 성북구 동선동4가,2**,다가구,8m미만,179.97,122.6,202208,18,"87,000",1995,동소문로25길,,중개거래,서울 성북구
서울특별시 성북구 동선동4가,2**,단독,8m미만,72.1,72.7,202208,6,"52,400",1980,동소문로25길,,중개거래,서울 성북구
서울특별시 성북구 동선동4가,1**,단독,12m미만,49.59,87.9,202206,20,"90,000",1980,동소문로25길,,중개거래,서울 성북구
서울특별시 성북구 동선동4가,3**,단독,8m미만,105.52,144.1,202208,2,"70,000",1959,동소문로25가길,,중개거래,서울 성북구
