시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명,해제사유발생일,거래구분,중개사사무소
서울특별시 관악구 신림동,1***,단독,8m미만,188.79,126.9,202207,9,"125,000",1990,관천로20길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,131.74,128,202304,1,"91,650",1984,서림6길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,59.14,129,202205,10,"40,000",1973,복은6길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,209.9,130,202304,1,"91,850",1986,서림6길,,중개거래,서울 관악구
서울특별시 관악구 신림동,6**,단독,8m미만,107.64,132,202205,15,"80,000",1976,난곡로34길,,중개거래,서울 관악구
서울특별시 관악구 신림동,6**,단독,8m미만,132.56,132,202206,6,"60,000",1977,난곡로11길,,중개거래,서울 서초구
서울특별시 관악구 신림동,6**,단독,8m미만,187.56,132,202205,15,"118,000",1989,난곡로34다길,,중개거래,서울 관악구
서울특별시 관악구 신림동,6**,단독,8m미만,203.4,132,202205,15,"122,000",1989,난곡로34길,,중개거래,서울 관악구
서울특별시 관악구 신림동,4**,단독,8m미만,196.95,133.6,202303,4,"107,500",1991,조원로33길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,8m미만,203.62,133.9,202208,10,"120,000",1989,조원로17길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,201.3,135.5,202211,29,"180,400",1990,난곡로63가길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,8m미만,208.44,137.2,202209,1,"98,000",1989,남부순환로131가길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,206.37,137.9,202303,29,"204,330",1990,난곡로63가길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,12m미만,219.47,141.8,202210,4,"177,000",1976,조원중앙로2길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,12m미만,219.47,141.8,202210,4,"177,000",1976,조원중앙로2길,20230120,중개거래,서울 관악구
서울특별시 관악구 신림동,6**,단독,8m미만,211.45,145,202205,30,"74,000",1988,난곡로24라길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,186.96,145.2,202302,25,"105,000",1991,남부순환로172길,,중개거래,서울 관악구
서울특별시 관악구 신림동,4**,단독,8m미만,297.1,146.8,202304,1,"170,900",1991,난곡로74길,,중개거래,서울 관악구
서울특별시 관악구 신림동,4**,단독,25m미만,121.42,152,202207,11,"92,000",1974,신림로,,중개거래,서울 관악구
서울특별시 관악구 신림동,6**,단독,8m미만,229.77,152,202205,20,"87,400",1989,난곡로34다길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,228.6,153,202209,21,"90,000",1988,서림3길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,8m미만,80.2,155,202205,14,"48,000",1975,난우16길,,중개거래,"서울 관악구, 서울 동작구"
서울특별시 관악구 신림동,2**,단독,8m미만,158.62,155,202211,7,"88,000",1973,신림로11길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,206.1,155.5,202205,16,"107,000",1983,서림7길,,직거래,-
서울특별시 관악구 신림동,1***,단독,8m미만,235.77,156.6,202301,6,"155,000",1969,신원로3가길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,235.77,156.6,202208,22,"175,000",1969,신원로3가길,20230107,중개거래,서울 관악구
서울특별시 관악구 신림동,6**,단독,8m미만,236.25,159,202207,7,"110,000",1989,법원단지30길,,중개거래,서울 관악구
서울특별시 관악구 신림동,6**,단독,8m미만,134.81,165,202207,7,"80,000",1974,법원단지32길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,202.29,165.7,202206,27,"98,000",1979,미성길,,중개거래,서울 송파구
서울특별시 관악구 신림동,5**,단독,12m미만,222.63,167.6,202205,31,"202,000",1996,조원로12길,20220715,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,12m미만,222.63,167.6,202205,31,"202,000",1996,조원로12길,20220718,중개거래,서울 관악구
서울특별시 관악구 신림동,2**,단독,8m미만,187.56,169,202207,10,"120,000",1974,신림로11길,,중개거래,서울 관악구
서울특별시 관악구 신림동,4**,단독,8m미만,267.03,169,202207,26,"139,000",1992,남부순환로172길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,8m미만,211.6,169.3,202208,29,"90,000",1976,남부순환로145길,,직거래,-
서울특별시 관악구 신림동,5**,단독,8m미만,246.96,170.6,202206,17,"172,800",1988,조원로18길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,8m미만,246.75,171.9,202302,28,"145,600",1988,난곡로66길,,중개거래,"경기 평택시, 서울 관악구"
서울특별시 관악구 신림동,4**,단독,8m미만,246.87,173.2,202206,11,"162,500",1988,관천로15길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1*,단독,8m미만,90.18,175,202206,24,"158,700",1975,남부순환로192길,,중개거래,서울 관악구
서울특별시 관악구 신림동,4**,단독,8m미만,95.87,176.9,202205,27,"179,200",1978,신사로22길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,12m미만,610.74,177.5,202208,22,"226,500",1994,관천로11길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,479.28,179.5,202209,24,"450,000",1994,신림로66길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,25m미만,286.93,180.8,202206,17,"213,200",1978,조원로18길,,중개거래,서울 관악구
서울특별시 관악구 신림동,2**,단독,8m미만,271.15,182,202208,2,"154,000",1991,신림로11길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,8m미만,419.04,185.8,202302,15,"191,000",1992,조원로14길,,중개거래,서울 관악구
서울특별시 관악구 신림동,9*,단독,8m미만,63.07,188,202302,17,"89,000",1975,신림로46길,,직거래,-
서울특별시 관악구 신림동,7**,단독,8m미만,286.38,195,202207,4,"158,000",1989,난곡로47길,,중개거래,경기 화성시
서울특별시 관악구 신림동,7**,단독,8m미만,286.38,195,202205,11,"158,000",1989,난곡로47길,20220701,중개거래,경기 화성시
서울특별시 관악구 신림동,4**,단독,8m미만,247.35,195.7,202206,17,"146,500",1991,관천로23길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,249.59,197,202210,20,"159,000",1982,법원단지14길,,중개거래,"서울 관악구, 서울 금천구"
서울특별시 관악구 신림동,4**,단독,8m미만,249.49,198.7,202206,17,"196,300",1988,남부순환로159길,,중개거래,서울 금천구
서울특별시 관악구 신림동,1***,단독,12m미만,497.76,199.2,202212,30,"186,000",2013,신림로23길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,382.86,208,202206,22,"190,000",2007,신림로18길,,중개거래,서울 관악구
서울특별시 관악구 신림동,5**,단독,8m미만,102.48,215,202205,13,"92,000",1978,난우16길,,중개거래,"서울 관악구, 서울 동작구"
서울특별시 관악구 신림동,1***,단독,25m미만,406.48,216.5,202209,27,"327,000",1986,신림동길,20230320,중개거래,서울 관악구
서울특별시 관악구 신림동,2**,단독,8m미만,502.9,219,202301,27,"390,000",2023,대학5길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,779.9,228.5,202207,18,"329,000",2000,호암로24길,,중개거래,서울 관악구
서울특별시 관악구 신림동,4**,단독,8m미만,574.49,238.6,202205,13,"238,180",1993,남부순환로161가길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,496.94,246.8,202207,28,"168,000",1991,호암로20길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,248.09,250.4,202303,16,"130,000",1983,신원로3마길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,8m미만,248.09,250.4,202303,16,"130,000",1983,신원로3마길,20230324,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,12m미만,1125.97,261,202304,8,"260,000",1998,서림3길,,중개거래,"서울 강북구, 서울 관악구"
서울특별시 관악구 신림동,1**,단독,8m미만,713.54,294,202211,21,"200,000",2010,서림7길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,877.97,307,202206,24,"205,000",2003,서림11길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,8m미만,408.24,314,202206,22,"218,500",1983,서림3길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1**,단독,12m미만,1335.28,324,202304,14,"245,000",2000,서림길,,중개거래,서울 관악구
서울특별시 관악구 신림동,1***,단독,25m미만,216.5,406.48,202209,27,"327,000",1986,신림동길,,중개거래,서울 관악구
서울특별시 광진구 광장동,3**,다가구,8m미만,158.69,123,202206,2,"127,000",2003,광장로1가길,20220818,중개거래,서울 광진구
서울특별시 광진구 광장동,3**,다가구,8m미만,158.69,123,202208,17,"127,000",2003,광장로1가길,,중개거래,서울 광진구
서울특별시 광진구 광장동,2**,다가구,8m미만,301.98,164,202205,10,"72,000",1984,광장로7길,,직거래,-
서울특별시 광진구 광장동,2**,단독,8m미만,88.83,112,202205,30,"121,580",1976,광장로7길,,직거래,-
서울특별시 광진구 구의동,3*,다가구,8m미만,177.02,94.2,202304,21,"59,800",1986,자양로50가길,,중개거래,서울 광진구
서울특별시 광진구 구의동,7*,다가구,8m미만,123.02,106.8,202206,14,"111,000",1973,자양로42길,,중개거래,서울 광진구
서울특별시 광진구 구의동,6**,다가구,8m미만,191.66,116,202206,21,"119,000",2002,광나루로30가길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,8m미만,217.33,134.9,202206,23,"131,000",2014,구의로8길,,중개거래,서울 광진구
서울특별시 광진구 구의동,6**,다가구,8m미만,428.1,162,202206,2,"240,000",2014,자양로23나길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,8m미만,317.64,168.6,202208,24,"301,000",2022,구의로11길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,25m미만,493.2,172.9,202304,4,"250,000",1997,구의로,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,8m미만,418.04,178.5,202205,20,"164,105",1995,자양로26길,,직거래,-
서울특별시 광진구 구의동,2**,다가구,8m미만,279.83,186.1,202205,30,"195,000",2003,구의강변로7길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,8m미만,514.18,238.5,202212,23,"235,000",1996,구의로6길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,25m미만,652.8,253.6,202205,6,"400,000",1992,구의로,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,8m미만,607.67,276.7,202205,30,"460,000",1997,아차산로49길,20221205,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,다가구,8m미만,607.67,276.7,202205,30,"460,000",1997,아차산로49길,20230223,중개거래,서울 광진구
서울특별시 광진구 구의동,5**,단독,8m미만,47.93,58.3,202303,6,"52,500",1968,뚝섬로67가길,,중개거래,서울 광진구
서울특별시 광진구 구의동,8*,단독,8m미만,132.91,105.8,202303,1,"95,000",1971,자양로37가길,20230405,중개거래,서울 광진구
서울특별시 광진구 구의동,8*,단독,8m미만,132.91,105.8,202303,1,"95,000",1971,자양로37가길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,단독,8m미만,206.71,106.2,202207,4,"98,000",1989,아차산로61길,20230315,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,단독,8m미만,206.71,106.2,202303,15,"98,000",1989,아차산로61길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,단독,8m미만,299.92,111.1,202208,16,"225,000",1995,아차산로,,중개거래,서울 광진구
서울특별시 광진구 구의동,4*,단독,8m미만,135,116,202204,30,"95,000",1983,자양로48길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,단독,8m미만,79.44,119.3,202303,16,"62,000",1972,자양로32길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,단독,8m미만,145.53,133.6,202205,2,"123,250",1973,자양로32길,,중개거래,"서울 광진구, 서울 중랑구"
서울특별시 광진구 구의동,2**,단독,8m미만,145.53,133.6,202205,2,"123,250",1973,자양로32길,20220819,중개거래,"서울 광진구, 서울 중랑구"
서울특별시 광진구 구의동,2**,단독,8m미만,218.04,133.6,202205,2,"128,500",1990,자양로32길,,중개거래,"서울 광진구, 서울 중랑구"
서울특별시 광진구 구의동,2**,단독,8m미만,218.04,133.6,202205,2,"128,500",1990,자양로32길,20220819,중개거래,"서울 광진구, 서울 중랑구"
서울특별시 광진구 구의동,2**,단독,8m미만,162.87,154.4,202206,28,"154,110",1974,자양로23길,,직거래,-
서울특별시 광진구 구의동,2**,단독,8m미만,241.66,154.7,202210,6,"120,000",1989,자양로26길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,단독,8m미만,234.84,157.4,202206,22,"160,000",1985,광나루로40길,,중개거래,서울 광진구
서울특별시 광진구 구의동,2**,단독,8m미만,186.12,166.9,202210,26,"160,000",1977,광나루로32길,,직거래,-
서울특별시 광진구 구의동,2**,단독,8m미만,329.54,169.6,202207,2,"197,000",2012,구의로3길,,중개거래,서울 광진구
서울특별시 광진구 구의동,5*,단독,8m미만,307.24,181.3,202211,9,"145,000",1988,자양로45길,,중개거래,서울 광진구
서울특별시 광진구 구의동,5*,단독,25m미만,271.14,188.1,202207,5,"322,000",1993,자양로,,중개거래,서울 광진구
서울특별시 광진구 구의동,1**,단독,8m미만,157.36,200.3,202209,27,"155,000",1978,자양로54길,,중개거래,서울 강남구
서울특별시 광진구 구의동,6**,단독,8m미만,235.14,231,202205,31,"245,000",1973,광나루로30다길,,중개거래,서울 광진구
서울특별시 광진구 구의동,3*,단독,8m미만,162.97,435.4,202301,19,"291,750",1977,자양로44길,,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,다가구,8m미만,125.3,86,202205,19,"128,750",1991,동일로46길,,직거래,-
서울특별시 광진구 군자동,1**,다가구,8m미만,150.72,102,202208,17,"108,000",1993,동일로44길,20230228,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,다가구,8m미만,177.06,122,202207,27,"92,000",1994,면목로5길,,중개거래,서울 광진구
서울특별시 광진구 군자동,6*,다가구,8m미만,119.76,132,202304,10,"90,000",2003,능동로27나길,,중개거래,서울 광진구
서울특별시 광진구 군자동,7*,다가구,8m미만,186.66,132,202206,2,"99,850",1996,능동로27나길,,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,다가구,8m미만,236.61,132,202207,16,"160,000",2013,군자로15길,20220823,중개거래,"서울 광진구, 서울 성동구"
서울특별시 광진구 군자동,*,다가구,8m미만,316.26,147.4,202209,21,"178,000",1994,능동로29길,,중개거래,서울 광진구
서울특별시 광진구 군자동,4**,다가구,8m미만,327.37,165.6,202206,8,"197,000",2017,동일로60길,,중개거래,서울 광진구
서울특별시 광진구 군자동,3**,다가구,12m미만,416,167,202205,6,"270,500",2010,동일로32길,,중개거래,서울 광진구
서울특별시 광진구 군자동,7*,다가구,8m미만,328.12,198,202206,8,"212,500",2001,능동로27나길,20230112,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,단독,8m미만,30.31,69,202205,5,"28,500",1971,동일로52길,,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,단독,8m미만,127.12,83,202206,30,"62,500",1991,동일로56가길,,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,단독,8m미만,145.68,90,202208,30,"70,000",1971,군자로15길,,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,단독,8m미만,74.01,96,202304,23,"50,000",1971,동일로56가길,,중개거래,서울 성동구
서울특별시 광진구 군자동,1**,단독,8m미만,131.4,102,202211,10,"120,000",1989,동일로48길,,중개거래,서울 광진구
서울특별시 광진구 군자동,6*,단독,8m미만,165.5,109,202207,22,"84,000",1987,동일로56라길,,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,단독,8m미만,155.25,112,202301,13,"120,000",1989,동일로48길,,중개거래,서울 광진구
서울특별시 광진구 군자동,6*,단독,8m미만,180.6,112,202208,19,"82,000",1988,동일로56라길,,중개거래,서울 광진구
서울특별시 광진구 군자동,4*,단독,8m미만,128.34,119,202303,6,"73,000",1976,면목로,,직거래,-
서울특별시 광진구 군자동,1**,단독,8m미만,236.61,132,202301,18,"158,000",2013,군자로15길,,중개거래,서울 광진구
서울특별시 광진구 군자동,*,단독,8m미만,230.86,149,202206,27,"121,700",1988,면목로5길,,중개거래,서울 광진구
서울특별시 광진구 군자동,3**,단독,25m미만,187.65,158,202303,9,"202,000",1961,군자로,,중개거래,서울 송파구
서울특별시 광진구 군자동,*,단독,8m미만,226.98,169,202206,22,"153,300",1988,면목로5길,,중개거래,서울 광진구
서울특별시 광진구 군자동,*,단독,8m미만,218.1,174,202206,27,"142,100",1988,면목로5길,,중개거래,서울 광진구
서울특별시 광진구 군자동,1**,단독,12m미만,209.26,175,202303,22,"128,000",1979,천호대로102길,,중개거래,경기 오산시
서울특별시 광진구 군자동,1**,단독,8m미만,223.03,175,202205,25,"256,711",1984,군자로13길,,직거래,-
서울특별시 광진구 군자동,*,단독,8m미만,201.42,183,202303,25,"50,000",1988,면목로5길,,직거래,-
서울특별시 광진구 군자동,1**,단독,25m미만,193.58,209,202211,10,"246,000",1971,군자로,,중개거래,서울 광진구
서울특별시 광진구 능동,2**,다가구,8m미만,229.22,180.5,202206,20,"153,000",1989,천호대로118길,,중개거래,서울 광진구
서울특별시 광진구 능동,2**,다가구,8m미만,283.98,236.7,202208,16,"242,500",1992,천호대로118길,,중개거래,서울 광진구
서울특별시 광진구 능동,2**,다가구,8m미만,457.56,256.5,202302,3,"245,000",2002,천호대로116길,,중개거래,서울 광진구
서울특별시 광진구 능동,3**,다가구,12m미만,658.72,335.5,202206,20,"400,000",1996,능동로24길,,중개거래,서울 광진구
서울특별시 광진구 자양동,2**,다가구,8m미만,149.7,94.2,202205,13,"80,000",1993,아차산로44가길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,187.22,106.9,202208,29,"132,000",1993,자양번영로4길,,중개거래,서울 광진구
서울특별시 광진구 자양동,7**,다가구,8m미만,179.58,108.4,202304,25,"97,000",1996,아차산로40길,,중개거래,서울 광진구
서울특별시 광진구 자양동,*,다가구,12m미만,169.88,109.4,202212,30,"595,600",1993,동일로20길,,중개거래,서울 광진구
서울특별시 광진구 자양동,7**,다가구,8m미만,174.15,122.3,202210,11,"135,000",1990,자양로21길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,287.34,123.8,202206,17,"123,000",1998,뚝섬로52가길,,중개거래,서울 광진구
서울특별시 광진구 자양동,2**,다가구,8m미만,248.29,131.2,202207,30,"166,000",2016,아차산로40길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,119.9,137.5,202210,21,"270,400",1994,자양로4나길,,중개거래,서울 광진구
서울특별시 광진구 자양동,2**,다가구,8m미만,360.64,152.7,202207,21,"190,000",1997,아차산로46나길,,중개거래,서울 광진구
서울특별시 광진구 자양동,1*,다가구,8m미만,342.04,157.8,202208,25,"205,000",1993,아차산로24길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,298.24,158.8,202211,16,"247,000",1994,자양번영로4길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,298.24,158.8,202206,22,"247,000",1994,자양번영로4길,20221116,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,다가구,8m미만,299.77,166,202302,27,"160,000",1997,동일로18가길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,363.03,178.1,202205,31,"194,000",1996,뚝섬로,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,416.37,183.1,202210,7,"360,000",1996,뚝섬로62길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,다가구,8m미만,299.46,197.7,202304,10,"302,500",1994,뚝섬로,,직거래,-
서울특별시 광진구 자양동,8*,다가구,8m미만,310.67,218,202205,27,"325,000",2016,능동로3다길,,중개거래,서울 광진구
서울특별시 광진구 자양동,4*,단독,8m미만,113.16,73,202208,22,"88,000",1988,동일로10다길,,중개거래,서울 광진구
서울특별시 광진구 자양동,5*,단독,8m미만,41.12,76,202205,21,"92,000",1969,동일로4길,,중개거래,서울 광진구
서울특별시 광진구 자양동,4*,단독,8m미만,125.4,79,202207,14,"45,000",1988,동일로10다길,,직거래,-
서울특별시 광진구 자양동,6**,단독,8m미만,106.42,84,202208,30,"165,170",1976,자양로2길,,직거래,-
서울특별시 광진구 자양동,2**,단독,8m미만,118.95,99.2,202206,25,"95,000",1977,아차산로42길,,중개거래,서울 광진구
서울특별시 광진구 자양동,7**,단독,8m미만,163.96,104.1,202210,13,"119,250",1990,자양로21길,,중개거래,서울 광진구
서울특별시 광진구 자양동,*,단독,8m미만,131.57,106.4,202209,5,"145,000",1974,아차산로30길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,176.9,107.5,202207,14,"127,400",1990,자양번영로4길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,71.73,110.1,202210,21,"216,450",1977,구의강변로1길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,189.36,118.8,202205,2,"102,000",1989,자양로13길,,중개거래,서울 광진구
서울특별시 광진구 자양동,7**,단독,8m미만,168.26,121.7,202212,21,"133,000",1988,자양로21길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,160.62,126,202206,7,"177,000",1976,동일로16길,20220711,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,160.62,126,202207,9,"177,000",1976,동일로16길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,128.24,132,202206,7,"185,000",1976,동일로16길,20220711,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,128.24,132,202207,9,"185,000",1976,동일로16길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,12m미만,331.18,133.8,202210,5,"263,200",1991,자양로4길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,206.52,134,202209,23,"263,510",1989,뚝섬로62길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,163.37,134.1,202210,6,"263,705",1977,자양로2길,,중개거래,서울 광진구
서울특별시 광진구 자양동,7**,단독,8m미만,208.92,134.9,202205,27,"171,360",1990,자양로19길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,157.79,136,202205,13,"234,500",1968,동일로10다길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,163.69,136,202205,14,"246,840",1968,동일로10다길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,183.6,136,202206,28,"267,410",1986,동일로10다길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,202.37,136,202206,28,"267,410",1987,동일로10다길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,210.51,136,202206,21,"205,000",1988,동일로16길,,중개거래,서울 성동구
서울특별시 광진구 자양동,1*,단독,8m미만,227.54,140.5,202206,11,"204,000",1988,아차산로24길,,중개거래,서울 광진구
서울특별시 광진구 자양동,7**,단독,8m미만,236.31,152.7,202205,25,"177,100",1990,자양로21길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,138.18,155.5,202209,1,"305,760",1977,뚝섬로62길,,직거래,-
서울특별시 광진구 자양동,6**,단독,12m미만,229.65,165.4,202206,21,"145,000",1983,자양로4길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,240.36,165.5,202206,13,"136,900",1983,자양로3가길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,227.21,165.6,202209,14,"325,600",1983,자양로4나길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,264.69,171.4,202211,29,"337,000",1986,자양로4나길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,12m미만,391.9,171.7,202205,20,"257,500",1996,자양로15길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,243.66,172,202205,10,"202,800",1987,자양번영로4길,20221116,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,243.66,172,202211,16,"202,800",1987,자양번영로4길,,중개거래,서울 광진구
서울특별시 광진구 자양동,2**,단독,8m미만,232.53,190.36,202205,19,"206,483",1984,아차산로44길,,중개거래,서울 광진구
서울특별시 광진구 자양동,8**,단독,8m미만,417.05,225,202205,20,"137,800",1984,동일로12길,,직거래,-
서울특별시 광진구 자양동,5**,단독,25m이상,566.28,236,202210,26,"560,000",1981,능동로,,중개거래,경기 고양덕양구
서울특별시 광진구 자양동,6**,단독,8m미만,324.45,251.1,202304,6,"493,000",1989,자양로2길,,중개거래,서울 광진구
서울특별시 광진구 자양동,6**,단독,8m미만,240.36,253.8,202206,13,"210,000",1983,자양로3가길,20220816,중개거래,서울 광진구
서울특별시 광진구 중곡동,5**,다가구,8m미만,149.71,108.1,202205,6,"54,000",1993,동일로80길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,1**,다가구,8m미만,201.44,113.7,202304,9,"115,000",2017,용마산로5길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,2**,다가구,8m미만,181.72,123,202206,16,"110,000",2009,긴고랑로8길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,7*,다가구,25m미만,275.79,130.9,202205,17,"100,000",1995,긴고랑로,,중개거래,"서울 광진구, 서울 성동구"
서울특별시 광진구 중곡동,4*,다가구,8m미만,198.72,135.5,202205,14,"133,000",1994,능동로48길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,3**,다가구,12m미만,199.8,139.2,202301,31,"255,000",1991,능동로38길,20230327,중개거래,서울 광진구
서울특별시 광진구 중곡동,5*,다가구,8m미만,307.24,149.1,202205,11,"145,500",2011,긴고랑로30길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,4*,다가구,8m미만,146.45,150.1,202209,24,"110,000",1977,긴고랑로16길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,2**,다가구,8m미만,363.34,170.2,202205,27,"180,000",1997,긴고랑로8길,,중개거래,"서울 광진구, 서울 성동구"
서울특별시 광진구 중곡동,1**,다가구,8m미만,430.62,194.7,202208,16,"285,000",2012,천호대로129길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,3*,다가구,12m미만,361.82,208.3,202210,4,"165,000",1996,용마산로21길,,중개거래,"서울 광진구, 서울 성동구"
서울특별시 광진구 중곡동,6**,다가구,8m미만,453.78,229.8,202207,6,"272,000",2014,면목로9길,,중개거래,"서울 광진구, 서울 성동구"
서울특별시 광진구 중곡동,1**,단독,8m미만,129.17,77.7,202303,22,"62,000",1989,동일로,,중개거래,서울 광진구
서울특별시 광진구 중곡동,5**,단독,8m미만,91.64,91.6,202207,12,"41,500",2003,답십리로,,직거래,-
서울특별시 광진구 중곡동,2**,단독,8m미만,63.64,92.9,202209,7,"58,000",1973,긴고랑로8길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,1**,단독,12m미만,170.92,99.2,202205,9,"49,000",1994,답십리로84길,,중개거래,서울 광진구
서울특별시 광진구 중곡동,1**,단독,8m미만,41.49,102,202212,23,"20,000",1972,용마산로8다길,,직거래,-
서울특별시 광진구 중곡동,1**,단독,8m미만,118.67,106.1,202209,2,"48,000",1973,답십리로78길,20221025,중개거래,서울 광진구
서울특별시 광진구 중곡동,7*,단독,8m미만,203.27,106.8,202304,4,"77,000",1989,영화사로3길,,중개거래,서울 광진구
